, Sensor Metadata,% Battery Percent,in Water Level,kPa Reference Pressure,mS/cm EC,mV Battery Voltage,°F Logger Temperature,°F Water Temperature,°F Water Temperature,°F Logger Temperature
2020-05-04 05:30:00,0.0,98,4.92125,99.87,2.34422881532,7471,61.79,64.4,,
2020-05-04 05:35:00,0.0,98,4.92125,99.86,2.34422881532,7466,61.628,64.4,,
2020-05-04 05:40:00,0.0,98,4.92125,99.87,2.33883723866,7470,61.466,64.4,,
2020-05-04 05:45:00,0.0,98,4.92125,99.86,2.33345806228,7470,61.376,64.4,,
2020-05-04 05:50:00,0.0,98,4.88188,99.87,2.33345806228,7470,61.304,64.4,,
2020-05-04 05:55:00,0.0,98,4.92125,99.88,2.32809125767,7466,61.196,64.4,,
2020-05-04 06:00:00,0.0,98,4.92125,99.89,2.32273679636,7467,61.052,64.4,,
2020-05-04 06:05:00,0.0,98,4.99999,99.89,2.32273679636,7467,60.89,64.256,,
2020-05-04 06:10:00,0.0,98,4.99999,99.9,2.32273679636,7469,60.728,64.22,,
2020-05-04 06:15:00,0.0,98,4.99999,99.92,2.32273679636,7464,60.602,64.22,,
2020-05-04 06:20:00,0.0,98,4.96062,99.93,2.31739464997,7466,60.494,64.22,,
2020-05-04 06:25:00,0.0,98,4.96062,99.94,2.31739464997,7469,60.314,64.22,,
2020-05-04 06:30:00,0.0,98,4.92125,99.96,2.31206479018,7468,60.17,64.22,,
2020-05-04 06:35:00,0.0,98,4.96062,99.97,2.31739464997,7466,60.062,64.148,,
2020-05-04 06:40:00,0.0,98,4.92125,99.97,2.32273679636,7466,60.008,64.04,,
2020-05-04 06:45:00,0.0,98,4.96062,99.98,2.32273679636,7469,59.99,64.04,,
2020-05-04 06:50:00,0.0,98,4.92125,99.99,2.31739464997,7466,59.99,64.04,,
2020-05-04 06:55:00,0.0,98,4.88188,99.99,2.31739464997,7468,60.044,64.04,,
2020-05-04 07:00:00,0.0,98,4.88188,99.99,2.31739464997,7466,60.116,64.04,,
2020-05-04 07:05:00,0.0,98,4.92125,99.99,2.32273679636,7467,60.224,64.04,,
2020-05-04 07:10:00,0.0,98,4.92125,100.0,2.32273679636,7467,60.332,64.04,,
2020-05-04 07:15:00,0.0,98,4.96062,100.0,2.32273679636,7466,60.44,64.04,,
2020-05-04 07:20:00,0.0,98,4.99999,100.0,2.31739464997,7466,60.566,64.184,,
2020-05-04 07:25:00,0.0,98,4.99999,100.0,2.31739464997,7468,60.692,64.22,,
2020-05-04 07:30:00,0.0,98,4.99999,100.01,2.31739464997,7466,60.818,64.22,,
2020-05-04 07:35:00,0.0,98,4.99999,100.01,2.31739464997,7466,60.944,64.22,,
2020-05-04 07:40:00,0.0,98,4.99999,100.01,2.32273679636,7466,61.106,64.22,,
2020-05-04 07:45:00,0.0,98,4.96062,100.01,2.32273679636,7467,61.322,64.22,,
2020-05-04 07:50:00,0.0,98,4.99999,100.01,2.32273679636,7467,61.556,64.22,,
2020-05-04 07:55:00,0.0,98,4.99999,100.0,2.32273679636,7469,61.772,64.22,,
2020-05-04 08:00:00,0.0,98,4.96062,100.0,2.32273679636,7467,62.024,64.22,,
2020-05-04 08:05:00,0.0,98,4.92125,100.0,2.32273679636,7466,62.294,64.256,,
2020-05-04 08:10:00,0.0,98,4.92125,100.0,2.32273679636,7466,62.564,64.4,,
2020-05-04 08:15:00,0.0,98,4.92125,99.99,2.31739464997,7466,62.798,64.4,,
2020-05-04 08:20:00,0.0,98,4.92125,99.99,2.31739464997,7466,63.032,64.4,,
2020-05-04 08:25:00,0.0,98,4.92125,99.99,2.31206479018,7466,63.248,64.4,,
2020-05-04 08:30:00,0.0,98,4.92125,99.99,2.31206479018,7466,63.446,64.4,,
2020-05-04 08:35:00,0.0,98,4.92125,99.99,2.31739464997,7466,63.68,64.4,,
2020-05-04 08:40:00,0.0,98,4.88188,99.99,2.31206479018,7465,63.932,64.4,,
2020-05-04 08:45:00,0.0,98,4.88188,99.98,2.31206479018,7466,64.202,64.4,,
2020-05-04 08:50:00,0.0,98,4.84251,99.99,2.30674718872,7465,64.436,64.4,,
2020-05-04 08:55:00,0.0,98,4.84251,99.99,2.31206479018,7466,64.652,64.4,,
2020-05-04 09:00:00,0.0,98,4.84251,99.99,2.31206479018,7466,64.832,64.4,,
2020-05-04 09:05:00,0.0,98,4.84251,99.98,2.30674718872,7461,65.066,64.4,,
2020-05-04 09:10:00,0.0,98,4.88188,99.99,2.31206479018,7466,65.3,64.4,,
2020-05-04 09:15:00,0.0,98,4.84251,99.99,2.30674718872,7466,65.516,64.4,,
2020-05-04 09:20:00,0.0,98,4.84251,99.99,2.30674718872,7466,65.75,64.4,,
2020-05-04 09:25:00,0.0,98,4.84251,99.99,2.30674718872,7466,65.984,64.4,,
2020-05-04 09:30:00,0.0,98,4.84251,99.98,2.30674718872,7466,66.218,64.4,,
2020-05-04 09:35:00,0.0,98,4.84251,99.98,2.30674718872,7466,66.47,64.4,,
2020-05-04 09:40:00,0.0,98,4.84251,99.98,2.30674718872,7466,66.722,64.4,,
2020-05-04 09:45:00,0.0,98,4.88188,99.99,2.31206479018,7463,67.01,64.4,,
2020-05-04 09:50:00,0.0,98,4.88188,99.98,2.31206479018,7464,67.298,64.4,,
2020-05-04 09:55:00,0.0,98,4.84251,99.98,2.30674718872,7465,67.568,64.4,,
2020-05-04 10:00:00,0.0,98,4.84251,99.98,2.30674718872,7465,67.838,64.544,,
2020-05-04 10:05:00,0.0,98,4.88188,99.97,2.30674718872,7466,68.108,64.58,,
2020-05-04 10:10:00,0.0,98,4.88188,99.97,2.30674718872,7467,68.396,64.58,,
2020-05-04 10:15:00,0.0,98,4.88188,99.97,2.30674718872,7466,68.666,64.58,,
2020-05-04 10:20:00,0.0,98,4.84251,99.97,2.30674718872,7466,68.936,64.58,,
2020-05-04 10:25:00,0.0,98,4.84251,99.96,2.30674718872,7466,69.188,64.58,,
2020-05-04 10:30:00,0.0,98,4.84251,99.96,2.30674718872,7466,69.314,64.58,,
2020-05-04 10:35:00,0.0,98,4.84251,99.96,2.30674718872,7467,69.404,64.58,,
2020-05-04 10:40:00,0.0,98,4.80314,99.95,2.30674718872,7468,69.548,64.58,,
2020-05-04 10:45:00,0.0,98,4.84251,99.95,2.30674718872,7466,69.746,64.58,,
2020-05-04 10:50:00,0.0,98,4.80314,99.95,2.30674718872,7466,69.998,64.58,,
2020-05-04 10:55:00,0.0,98,4.84251,99.95,2.31206479018,7466,70.25,64.58,,
2020-05-04 11:00:00,0.0,98,4.84251,99.94,2.31206479018,7466,70.412,64.58,,
2020-05-04 11:05:00,0.0,98,4.84251,99.94,2.30674718872,7466,70.574,64.58,,
2020-05-04 11:10:00,0.0,98,4.84251,99.94,2.30674718872,7466,70.79,64.58,,
2020-05-04 11:15:00,0.0,98,4.80314,99.94,2.30674718872,7466,70.97,64.652,,
2020-05-04 11:20:00,0.0,98,4.84251,99.93,2.30144181741,7466,71.168,64.76,,
2020-05-04 11:25:00,0.0,98,4.80314,99.93,2.30674718872,7466,71.42,64.76,,
2020-05-04 11:30:00,0.0,98,4.80314,99.93,2.30144181741,7466,71.708,64.76,,
2020-05-04 11:35:00,0.0,98,4.80314,99.92,2.30674718872,7465,72.014,64.76,,
2020-05-04 11:40:00,0.0,98,4.84251,99.92,2.30674718872,7466,72.32,64.76,,
2020-05-04 11:45:00,0.0,98,4.84251,99.91,2.30674718872,7466,72.554,64.76,,
2020-05-04 11:50:00,0.0,98,4.84251,99.9,2.31206479018,7464,72.59,64.76,,
2020-05-04 11:55:00,0.0,98,4.84251,99.91,2.31206479018,7465,72.59,64.76,,
2020-05-04 12:00:00,0.0,98,4.84251,99.9,2.31206479018,7465,72.788,64.76,,
2020-05-04 12:05:00,0.0,98,4.84251,99.9,2.31739464997,7466,73.04,64.76,,
2020-05-04 12:10:00,0.0,98,4.84251,99.9,2.31739464997,7467,73.184,64.76,,
2020-05-04 12:15:00,0.0,98,4.84251,99.9,2.32273679636,7468,73.328,64.76,,
2020-05-04 12:20:00,0.0,98,4.84251,99.89,2.32809125767,7467,73.562,64.76,,
2020-05-04 12:25:00,0.0,98,4.88188,99.9,2.32809125767,7466,73.85,64.76,,
2020-05-04 12:30:00,0.0,98,4.92125,99.89,2.33883723866,7469,74.156,64.76,,
2020-05-04 12:35:00,0.0,98,4.92125,99.89,2.34422881532,7467,74.462,64.76,,
2020-05-04 12:40:00,0.0,98,4.88188,99.88,2.34963282085,7469,74.678,64.76,,
2020-05-04 12:45:00,0.0,98,4.88188,99.87,2.34422881532,7467,74.75,64.76,,
2020-05-04 12:50:00,0.0,98,4.88188,99.87,2.34963282085,7465,74.822,64.76,,
2020-05-04 12:55:00,0.0,98,4.92125,99.87,2.3550492839,7468,74.948,64.832,,
2020-05-04 13:00:00,0.0,98,4.88188,99.86,2.34963282085,7466,75.056,64.94,,
2020-05-04 13:05:00,0.0,98,4.88188,99.85,2.34963282085,7466,75.164,64.94,,
2020-05-04 13:10:00,0.0,98,4.88188,99.85,2.34963282085,7466,75.308,64.94,,
2020-05-04 13:15:00,0.0,98,4.88188,99.85,2.34963282085,7466,75.434,64.94,,
2020-05-04 13:20:00,0.0,98,4.88188,99.85,2.34963282085,7471,75.56,64.94,,
2020-05-04 13:25:00,0.0,98,4.84251,99.85,2.34963282085,7471,75.722,64.94,,
2020-05-04 13:30:00,0.0,98,4.88188,99.84,2.3550492839,7469,75.938,64.94,,
2020-05-04 13:35:00,0.0,98,4.88188,99.83,2.3550492839,7470,76.154,64.94,,
2020-05-04 13:40:00,0.0,98,4.92125,99.83,2.3550492839,7469,76.37,64.94,,
2020-05-04 13:45:00,0.0,98,5.07873,99.83,2.36047823318,7466,76.514,64.94,,
2020-05-04 13:50:00,0.0,98,5.1181,99.83,2.36047823318,7467,76.46,64.94,,
2020-05-04 13:55:00,0.0,98,5.1181,99.82,2.3550492839,7468,76.424,64.94,,
2020-05-04 14:00:00,0.0,98,5.15747,99.81,2.3550492839,7468,76.46,64.94,,
2020-05-04 14:05:00,0.0,98,5.19684,99.81,2.34963282085,7470,76.514,64.94,,
2020-05-04 14:10:00,0.0,98,5.15747,99.81,2.34963282085,7467,76.496,65.084,,
2020-05-04 14:15:00,0.0,98,5.07873,99.8,2.34963282085,7467,76.37,65.12,,
2020-05-04 14:20:00,0.0,98,5.03936,99.79,2.34963282085,7468,76.334,65.12,,
2020-05-04 14:25:00,0.0,98,5.03936,99.79,2.34422881532,7470,76.424,65.12,,
2020-05-04 14:30:00,0.0,98,5.03936,99.79,2.34422881532,7468,76.622,65.12,,
2020-05-04 14:35:00,0.0,98,4.99999,99.79,2.33883723866,7469,76.766,65.12,,
2020-05-04 14:40:00,0.0,98,4.99999,99.79,2.33883723866,7466,76.928,65.12,,
2020-05-04 14:45:00,0.0,98,4.96062,99.79,2.33883723866,7473,77.054,65.12,,
2020-05-04 14:50:00,0.0,98,4.96062,99.78,2.33883723866,7470,77.18,65.12,,
2020-05-04 14:55:00,0.0,98,4.92125,99.78,2.34422881532,7471,77.288,65.12,,
2020-05-04 15:00:00,0.0,98,4.96062,99.77,2.34422881532,7471,77.378,65.12,,
2020-05-04 15:05:00,0.0,98,4.92125,99.77,2.33883723866,7469,77.522,65.264,,
2020-05-04 15:10:00,0.0,98,4.96062,99.77,2.33883723866,7470,77.72,65.3,,
2020-05-04 15:15:00,0.0,98,4.99999,99.77,2.34422881532,7471,77.954,65.3,,
2020-05-04 15:20:00,0.0,98,5.03936,99.76,2.34422881532,7470,78.17,65.3,,
2020-05-04 15:25:00,0.0,98,5.07873,99.75,2.3550492839,7471,78.332,65.3,,
2020-05-04 15:30:00,0.0,98,5.1181,99.74,2.36047823318,7468,78.494,65.3,,
2020-05-04 15:35:00,0.0,98,5.1181,99.74,2.36591969749,7467,78.638,65.3,,
2020-05-04 15:40:00,0.0,98,5.15747,99.73,2.37137370566,7469,78.71,65.3,,
2020-05-04 15:45:00,0.0,98,5.15747,99.73,2.37684028662,7471,78.728,65.3,,
2020-05-04 15:50:00,0.0,98,5.19684,99.72,2.37684028662,7471,78.728,65.3,,
2020-05-04 15:55:00,0.0,98,5.19684,99.71,2.37137370566,7470,78.674,65.48,,
2020-05-04 16:00:00,0.0,98,5.23621,99.71,2.37684028662,7471,78.566,65.48,,
2020-05-04 16:05:00,0.0,98,5.23621,99.71,2.38231946936,7468,78.494,65.48,,
2020-05-04 16:10:00,0.0,98,5.23621,99.7,2.38231946936,7473,78.53,65.48,,
2020-05-04 16:15:00,0.0,98,5.27558,99.7,2.38231946936,7472,78.656,65.48,,
2020-05-04 16:20:00,0.0,98,5.27558,99.69,2.37684028662,7472,78.782,65.588,,
2020-05-04 16:25:00,0.0,98,5.31495,99.69,2.37137370566,7470,78.908,65.66,,
2020-05-04 16:30:00,0.0,98,5.31495,99.69,2.37137370566,7468,78.998,65.876,,
2020-05-04 16:35:00,0.0,98,5.31495,99.69,2.36047823318,7472,79.07,66.092,,
2020-05-04 16:40:00,0.0,98,5.31495,99.69,2.34422881532,7470,79.142,66.272,,
2020-05-04 16:45:00,0.0,98,5.31495,99.69,2.34422881532,7470,79.196,66.416,,
2020-05-04 16:50:00,0.0,98,5.27558,99.69,2.34422881532,7470,79.196,66.56,,
2020-05-04 16:55:00,0.0,98,5.23621,99.69,2.34422881532,7473,79.142,66.632,,
2020-05-04 17:00:00,0.0,98,5.23621,99.69,2.33883723866,7473,79.142,66.74,,
2020-05-04 17:05:00,0.0,98,5.19684,99.69,2.33883723866,7469,79.16,66.74,,
2020-05-04 17:10:00,0.0,98,5.19684,99.69,2.33883723866,7472,79.196,66.74,,
2020-05-04 17:15:00,0.0,98,5.19684,99.69,2.34963282085,7473,79.196,66.74,,
2020-05-04 17:20:00,0.0,98,5.19684,99.68,2.34963282085,7473,79.106,66.812,,
2020-05-04 17:25:00,0.0,98,5.23621,99.68,2.34963282085,7472,78.98,66.92,,
2020-05-04 17:30:00,0.0,98,5.23621,99.68,2.34422881532,7472,78.8,66.92,,
2020-05-04 17:35:00,0.0,98,5.23621,99.69,2.34422881532,7473,78.476,66.92,,
2020-05-04 17:40:00,0.0,98,5.23621,99.69,2.34422881532,7473,78.098,66.92,,
2020-05-04 17:45:00,0.0,98,5.19684,99.69,2.34963282085,7473,77.774,66.92,,
2020-05-04 17:50:00,0.0,98,5.19684,99.69,2.34963282085,7473,77.558,66.92,,
2020-05-04 17:55:00,0.0,98,5.15747,99.69,2.34963282085,7472,77.306,66.848,,
2020-05-04 18:00:00,0.0,98,5.15747,99.69,2.36047823318,7473,77.072,66.74,,
2020-05-04 18:05:00,0.0,98,5.1181,99.69,2.36047823318,7473,76.892,66.74,,
2020-05-04 18:10:00,0.0,98,5.1181,99.69,2.34963282085,7472,76.694,66.74,,
2020-05-04 18:15:00,0.0,99,5.07873,99.69,2.34422881532,7476,76.514,66.74,,
2020-05-04 18:20:00,0.0,98,5.07873,99.69,2.33345806228,7473,76.388,66.56,,
2020-05-04 18:25:00,0.0,98,5.03936,99.7,2.32809125767,7473,76.244,66.56,,
2020-05-04 18:30:00,0.0,98,5.03936,99.71,2.32809125767,7474,76.082,66.488,,
2020-05-04 18:35:00,0.0,98,4.99999,99.72,2.33345806228,7473,75.848,66.38,,
2020-05-04 18:40:00,0.0,98,4.99999,99.72,2.33345806228,7464,75.614,66.38,,
2020-05-04 18:45:00,0.0,98,4.99999,99.72,2.32809125767,7470,75.362,66.344,,
2020-05-04 18:50:00,0.0,98,4.96062,99.72,2.33345806228,7472,75.038,66.2,,
2020-05-04 18:55:00,0.0,98,4.92125,99.72,2.33345806228,7471,74.732,66.2,,
2020-05-04 19:00:00,0.0,98,4.96062,99.72,2.33345806228,7473,74.462,66.2,,
2020-05-04 19:05:00,0.0,98,4.92125,99.72,2.33345806228,7472,74.21,66.2,,
2020-05-04 19:10:00,0.0,98,4.92125,99.72,2.32809125767,7473,73.994,66.2,,
2020-05-04 19:15:00,0.0,98,4.92125,99.73,2.33345806228,7473,73.832,66.2,,
2020-05-04 19:20:00,0.0,98,4.96062,99.73,2.33345806228,7474,73.706,66.056,,
2020-05-04 19:25:00,0.0,98,4.96062,99.73,2.33345806228,7472,73.562,66.02,,
2020-05-04 19:30:00,0.0,98,4.99999,99.74,2.33345806228,7473,73.436,66.02,,
2020-05-04 19:35:00,0.0,98,5.03936,99.74,2.33345806228,7472,73.328,66.02,,
2020-05-04 19:40:00,0.0,98,5.03936,99.75,2.33345806228,7470,73.202,66.02,,
2020-05-04 19:45:00,0.0,98,5.07873,99.76,2.33345806228,7473,73.076,66.02,,
2020-05-04 19:50:00,0.0,98,5.07873,99.77,2.32809125767,7472,72.968,66.02,,
2020-05-04 19:55:00,0.0,98,5.1181,99.77,2.32809125767,7473,72.842,66.02,,
2020-05-04 20:00:00,0.0,98,5.1181,99.78,2.32809125767,7473,72.752,66.02,,
2020-05-04 20:05:00,0.0,98,5.19684,99.78,2.32273679636,7474,72.644,66.02,,
2020-05-04 20:10:00,0.0,98,5.23621,99.78,2.32809125767,7473,72.518,66.02,,
2020-05-04 20:15:00,0.0,98,5.23621,99.79,2.32809125767,7473,72.41,66.02,,
2020-05-04 20:20:00,0.0,98,5.31495,99.79,2.32273679636,7473,72.302,66.02,,
2020-05-04 20:25:00,0.0,98,5.31495,99.79,2.32273679636,7473,72.212,66.02,,
2020-05-04 20:30:00,0.0,98,5.31495,99.8,2.32273679636,7474,72.122,66.02,,
2020-05-04 20:35:00,0.0,99,5.23621,99.8,2.32809125767,7475,72.032,66.02,,
2020-05-04 20:40:00,0.0,98,5.23621,99.8,2.32809125767,7474,71.96,66.02,,
2020-05-04 20:45:00,0.0,99,5.19684,99.8,2.32809125767,7475,71.906,66.02,,
2020-05-04 20:50:00,0.0,98,5.15747,99.81,2.33345806228,7474,71.852,66.02,,
2020-05-04 20:55:00,0.0,98,5.1181,99.8,2.32809125767,7473,71.78,66.02,,
2020-05-04 21:00:00,0.0,98,5.07873,99.81,2.33345806228,7474,71.708,66.02,,
2020-05-04 21:05:00,0.0,98,5.07873,99.82,2.33345806228,7474,71.582,65.948,,
2020-05-04 21:10:00,0.0,98,5.03936,99.82,2.32809125767,7473,71.456,65.84,,
2020-05-04 21:15:00,0.0,98,4.99999,99.83,2.32809125767,7473,71.294,65.84,,
2020-05-04 21:20:00,0.0,99,5.03936,99.83,2.32809125767,7475,71.132,65.84,,
2020-05-04 21:25:00,0.0,99,5.03936,99.83,2.33345806228,7476,70.952,65.84,,
2020-05-04 21:30:00,0.0,98,5.03936,99.82,2.32809125767,7474,70.772,65.84,,
2020-05-04 21:35:00,0.0,98,5.03936,99.82,2.32809125767,7473,70.592,65.84,,
2020-05-04 21:40:00,0.0,98,5.03936,99.83,2.32809125767,7474,70.43,65.84,,
2020-05-04 21:45:00,0.0,98,5.03936,99.83,2.32809125767,7473,70.286,65.84,,
2020-05-04 21:50:00,0.0,98,5.03936,99.84,2.32809125767,7474,70.16,65.84,,
2020-05-04 21:55:00,0.0,98,5.03936,99.84,2.32809125767,7473,70.052,65.84,,
2020-05-04 22:00:00,0.0,99,5.07873,99.84,2.32809125767,7476,69.962,65.84,,
2020-05-04 22:05:00,0.0,98,5.07873,99.84,2.32273679636,7474,69.89,65.84,,
2020-05-04 22:10:00,0.0,99,5.03936,99.83,2.32809125767,7478,69.8,65.84,,
2020-05-04 22:15:00,0.0,98,5.03936,99.84,2.32273679636,7474,69.728,65.84,,
2020-05-04 22:20:00,0.0,98,5.03936,99.83,2.32273679636,7474,69.638,65.84,,
2020-05-04 22:25:00,0.0,99,4.99999,99.83,2.32809125767,7475,69.512,65.84,,
2020-05-04 22:30:00,0.0,98,4.99999,99.83,2.32273679636,7474,69.368,65.84,,
2020-05-04 22:35:00,0.0,99,4.99999,99.84,2.32273679636,7475,69.224,65.84,,
2020-05-04 22:40:00,0.0,99,4.99999,99.84,2.32273679636,7477,69.116,65.84,,
2020-05-04 22:45:00,0.0,99,4.99999,99.83,2.32273679636,7476,69.044,65.84,,
2020-05-04 22:50:00,0.0,99,4.96062,99.84,2.32273679636,7476,68.954,65.84,,
2020-05-04 22:55:00,0.0,99,4.96062,99.84,2.32273679636,7477,68.828,65.84,,
2020-05-04 23:00:00,0.0,99,4.96062,99.83,2.32273679636,7475,68.702,65.84,,
2020-05-04 23:05:00,0.0,98,4.96062,99.83,2.32273679636,7474,68.576,65.84,,
2020-05-04 23:10:00,0.0,99,4.96062,99.83,2.32273679636,7477,68.432,65.84,,
2020-05-04 23:15:00,0.0,99,4.96062,99.83,2.32273679636,7478,68.252,65.84,,
2020-05-04 23:20:00,0.0,99,4.96062,99.83,2.32273679636,7478,68.09,65.84,,
2020-05-04 23:25:00,0.0,99,4.96062,99.83,2.32809125767,7476,67.964,65.84,,
2020-05-04 23:30:00,0.0,99,4.96062,99.83,2.32809125767,7478,67.838,65.84,,
2020-05-04 23:35:00,0.0,99,4.96062,99.82,2.32809125767,7476,67.712,65.84,,
2020-05-04 23:40:00,0.0,99,4.92125,99.82,2.33345806228,7475,67.604,65.84,,
2020-05-04 23:45:00,0.0,98,4.96062,99.82,2.33345806228,7474,67.496,65.84,,
2020-05-04 23:50:00,0.0,99,4.92125,99.82,2.33883723866,7477,67.406,65.84,,
2020-05-04 23:55:00,0.0,99,4.92125,99.83,2.33345806228,7477,67.316,65.84,,
2020-05-05 00:00:00,0.0,99,4.92125,99.83,2.33345806228,7477,67.208,65.84,,
2020-05-05 00:05:00,0.0,95,4.92125,99.83,2.33883723866,7398,67.46,65.84,,
2020-05-05 00:10:00,0.0,94,4.92125,99.83,2.34422881532,7372,67.784,65.84,,
2020-05-05 00:15:00,0.0,94,4.92125,99.82,2.34422881532,7356,67.946,65.84,,
2020-05-05 00:20:00,0.0,97,4.92125,99.82,2.34422881532,7427,67.712,65.84,,
2020-05-05 00:25:00,0.0,97,4.92125,99.81,2.34422881532,7432,67.37,65.84,,
2020-05-05 00:30:00,0.0,97,4.92125,99.81,2.34422881532,7435,67.172,65.84,,
2020-05-05 00:35:00,0.0,97,4.96062,99.81,2.33883723866,7438,67.01,65.84,,
2020-05-05 00:40:00,0.0,97,4.96062,99.81,2.33883723866,7438,66.866,65.84,,
2020-05-05 00:45:00,0.0,97,4.92125,99.81,2.33883723866,7438,66.74,65.84,,
2020-05-05 00:50:00,0.0,97,4.92125,99.81,2.33883723866,7441,66.632,65.84,,
2020-05-05 00:55:00,0.0,97,4.92125,99.8,2.34963282085,7438,66.524,65.84,,
2020-05-05 01:00:00,0.0,97,4.92125,99.8,2.3550492839,7440,66.452,65.804,,
2020-05-05 01:05:00,0.0,97,4.92125,99.79,2.36591969749,7442,66.398,65.66,,
2020-05-05 01:10:00,0.0,97,4.96062,99.79,2.32273679636,7442,66.326,65.66,,
2020-05-05 01:15:00,0.0,97,4.96062,99.78,2.37137370566,7441,66.254,65.66,,
2020-05-05 01:20:00,0.0,97,4.96062,99.78,2.37137370566,7443,66.164,65.66,,
2020-05-05 01:25:00,0.0,97,4.99999,99.77,2.37137370566,7443,66.056,65.66,,
2020-05-05 01:30:00,0.0,97,4.96062,99.77,2.37684028662,7444,65.93,65.66,,
2020-05-05 01:35:00,0.0,97,4.96062,99.76,2.38231946936,7442,65.84,65.66,,
2020-05-05 01:40:00,0.0,97,4.99999,99.76,2.38781128291,7444,65.75,65.66,,
2020-05-05 01:45:00,0.0,97,4.99999,99.75,2.39331575641,7445,65.696,65.66,,
2020-05-05 01:50:00,0.0,97,4.99999,99.74,2.39883291902,7442,65.642,65.516,,
2020-05-05 01:55:00,0.0,97,4.96062,99.73,2.39331575641,7446,65.57,65.48,,
2020-05-05 02:00:00,0.0,97,4.96062,99.73,2.39331575641,7446,65.498,65.48,,
2020-05-05 02:05:00,0.0,97,4.92125,99.73,2.38781128291,7444,65.408,65.48,,
2020-05-05 02:10:00,0.0,97,4.92125,99.72,2.38781128291,7447,65.336,65.48,,
2020-05-05 02:15:00,0.0,97,4.92125,99.72,2.38231946936,7446,65.246,65.48,,
2020-05-05 02:20:00,0.0,97,4.92125,99.72,2.38231946936,7447,65.21,65.48,,
2020-05-05 02:25:00,0.0,98,4.92125,99.72,2.38781128291,7450,65.21,65.336,,
2020-05-05 02:30:00,0.0,98,4.96062,99.71,2.38231946936,7450,65.21,65.3,,
2020-05-05 02:35:00,0.0,97,4.92125,99.71,2.37684028662,7448,65.174,65.3,,
2020-05-05 02:40:00,0.0,97,4.92125,99.7,2.37137370566,7449,65.12,65.3,,
2020-05-05 02:45:00,0.0,97,4.96062,99.7,2.37137370566,7447,65.048,65.3,,
2020-05-05 02:50:00,0.0,97,4.96062,99.7,2.37684028662,7448,64.976,65.3,,
2020-05-05 02:55:00,0.0,97,4.88188,99.7,2.37684028662,7447,64.886,65.3,,
2020-05-05 03:00:00,0.0,98,4.88188,99.7,2.37684028662,7450,64.814,65.3,,
2020-05-05 03:05:00,0.0,98,4.88188,99.7,2.38231946936,7450,64.76,65.192,,
2020-05-05 03:10:00,0.0,97,4.88188,99.69,2.37684028662,7448,64.706,65.12,,
2020-05-05 03:15:00,0.0,97,4.92125,99.69,2.37684028662,7447,64.652,65.12,,
2020-05-05 03:20:00,0.0,97,4.92125,99.69,2.36591969749,7447,64.562,65.12,,
2020-05-05 03:25:00,0.0,97,4.92125,99.69,2.36047823318,7449,64.472,65.12,,
2020-05-05 03:30:00,0.0,97,4.92125,99.69,2.36047823318,7449,64.364,65.12,,
2020-05-05 03:35:00,0.0,97,4.92125,99.69,2.3550492839,7449,64.256,65.12,,
2020-05-05 03:40:00,0.0,98,4.92125,99.69,2.3550492839,7451,64.148,65.12,,
2020-05-05 03:45:00,0.0,98,4.92125,99.69,2.34963282085,7450,64.022,65.12,,
2020-05-05 03:50:00,0.0,97,4.92125,99.69,2.34422881532,7448,63.914,65.192,,
2020-05-05 03:55:00,0.0,98,4.99999,99.7,2.34422881532,7450,63.806,65.192,,
2020-05-05 04:00:00,0.0,97,4.99999,99.7,2.33883723866,7449,63.716,65.228,,
2020-05-05 04:05:00,0.0,97,5.03936,99.7,2.33883723866,7449,63.644,65.3,,
2020-05-05 04:10:00,0.0,98,5.03936,99.7,2.34422881532,7451,63.554,65.12,,
2020-05-05 04:15:00,0.0,98,5.07873,99.7,2.34422881532,7450,63.482,65.12,,
2020-05-05 04:20:00,0.0,97,5.07873,99.71,2.33883723866,7449,63.41,65.12,,
2020-05-05 04:25:00,0.0,97,5.1181,99.71,2.33883723866,7449,63.338,65.12,,
2020-05-05 04:30:00,0.0,97,5.07873,99.71,2.33883723866,7449,63.266,65.12,,
2020-05-05 04:35:00,0.0,97,5.1181,99.71,2.33345806228,7449,63.194,65.12,,
2020-05-05 04:40:00,0.0,97,5.07873,99.72,2.32809125767,7449,63.122,65.12,,
2020-05-05 04:45:00,0.0,98,5.07873,99.72,2.32809125767,7450,63.05,65.12,,
2020-05-05 04:50:00,0.0,97,5.07873,99.72,2.33345806228,7448,62.96,65.12,,
2020-05-05 04:55:00,0.0,98,5.03936,99.72,2.33345806228,7450,62.87,65.12,,
2020-05-05 05:00:00,0.0,98,5.03936,99.72,2.33345806228,7450,62.798,65.12,,
2020-05-05 05:05:00,0.0,97,4.99999,99.73,2.32273679636,7448,62.726,65.048,,
2020-05-05 05:10:00,0.0,98,4.96062,99.73,2.32809125767,7453,62.672,64.94,,
2020-05-05 05:15:00,0.0,98,4.96062,99.73,2.32273679636,7452,62.636,64.94,,
2020-05-05 05:20:00,0.0,97,4.96062,99.74,2.32273679636,7448,62.6,64.94,,
2020-05-05 05:25:00,0.0,98,4.96062,99.74,2.31739464997,7451,62.582,64.94,,
2020-05-05 05:30:00,0.0,98,4.96062,99.75,2.31206479018,7451,62.528,64.94,,
