, Sensor Metadata,% Battery Percent,in Water Level,kPa Reference Pressure,mS/cm EC,mV Battery Voltage,°F Logger Temperature,°F Water Temperature,°F Water Temperature,°F Logger Temperature
2020-05-01 00:00:00,0.0,100,4.88188,99.65,2.76694164541,7557,67.784,65.66,,
2020-05-01 00:05:00,0.0,99,4.88188,99.65,2.76694164541,7478,67.964,65.66,,
2020-05-01 00:10:00,0.0,98,4.88188,99.65,2.77332010465,7463,68.198,65.66,,
2020-05-01 00:15:00,0.0,97,4.88188,99.64,2.76694164541,7438,68.324,65.66,,
2020-05-01 00:20:00,0.0,100,4.88188,99.64,2.77332010465,7508,68.036,65.66,,
2020-05-01 00:25:00,0.0,100,4.88188,99.64,2.77332010465,7511,67.64,65.66,,
2020-05-01 00:30:00,0.0,100,4.84251,99.64,2.77332010465,7515,67.388,65.66,,
2020-05-01 00:35:00,0.0,100,4.84251,99.64,2.77332010465,7512,67.172,65.66,,
2020-05-01 00:40:00,0.0,100,4.84251,99.64,2.77971326776,7519,66.992,65.66,,
2020-05-01 00:45:00,0.0,100,4.84251,99.65,2.77971326776,7515,66.812,65.588,,
2020-05-01 00:50:00,0.0,100,4.84251,99.65,2.77971326776,7520,66.65,65.48,,
2020-05-01 00:55:00,0.0,100,4.80314,99.65,2.77971326776,7520,66.542,65.48,,
2020-05-01 01:00:00,0.0,100,4.84251,99.65,2.77332010465,7518,66.452,65.48,,
2020-05-01 01:05:00,0.0,100,4.84251,99.65,2.77971326776,7519,66.344,65.48,,
2020-05-01 01:10:00,0.0,100,4.88188,99.66,2.77971326776,7521,66.236,65.48,,
2020-05-01 01:15:00,0.0,100,4.88188,99.66,2.77971326776,7521,66.146,65.48,,
2020-05-01 01:20:00,0.0,100,4.92125,99.66,2.77971326776,7522,66.056,65.48,,
2020-05-01 01:25:00,0.0,100,4.92125,99.66,2.77971326776,7526,65.984,65.48,,
2020-05-01 01:30:00,0.0,100,4.92125,99.66,2.77971326776,7523,65.93,65.48,,
2020-05-01 01:35:00,0.0,100,4.92125,99.66,2.78612116863,7525,65.876,65.48,,
2020-05-01 01:40:00,0.0,100,4.92125,99.65,2.77971326776,7524,65.876,65.48,,
2020-05-01 01:45:00,0.0,100,4.96062,99.65,2.77971326776,7525,65.876,65.48,,
2020-05-01 01:50:00,0.0,100,4.92125,99.65,2.77971326776,7526,65.894,65.48,,
2020-05-01 01:55:00,0.0,100,4.92125,99.64,2.77971326776,7526,65.948,65.48,,
2020-05-01 02:00:00,0.0,100,4.88188,99.64,2.77971326776,7523,65.984,65.48,,
2020-05-01 02:05:00,0.0,100,4.88188,99.65,2.77971326776,7524,66.056,65.48,,
2020-05-01 02:10:00,0.0,100,4.88188,99.64,2.77971326776,7524,66.092,65.48,,
2020-05-01 02:15:00,0.0,100,4.88188,99.63,2.78612116863,7524,66.146,65.48,,
2020-05-01 02:20:00,0.0,100,4.88188,99.63,2.78612116863,7524,66.182,65.48,,
2020-05-01 02:25:00,0.0,100,4.88188,99.62,2.78612116863,7524,66.218,65.48,,
2020-05-01 02:30:00,0.0,100,4.88188,99.62,2.77971326776,7526,66.236,65.48,,
2020-05-01 02:35:00,0.0,100,4.88188,99.62,2.77971326776,7526,66.254,65.48,,
2020-05-01 02:40:00,0.0,100,4.88188,99.61,2.77971326776,7528,66.272,65.48,,
2020-05-01 02:45:00,0.0,100,4.84251,99.61,2.77971326776,7526,66.254,65.48,,
2020-05-01 02:50:00,0.0,100,4.84251,99.61,2.77971326776,7527,66.254,65.48,,
2020-05-01 02:55:00,0.0,100,4.84251,99.61,2.77971326776,7527,66.254,65.48,,
2020-05-01 03:00:00,0.0,100,4.84251,99.61,2.77971326776,7526,66.254,65.48,,
2020-05-01 03:05:00,0.0,100,4.84251,99.61,2.77971326776,7529,66.254,65.48,,
2020-05-01 03:10:00,0.0,100,4.84251,99.62,2.77971326776,7524,66.254,65.48,,
2020-05-01 03:15:00,0.0,100,4.84251,99.63,2.77971326776,7525,66.254,65.48,,
2020-05-01 03:20:00,0.0,100,4.80314,99.63,2.76057785622,7527,66.254,65.48,,
2020-05-01 03:25:00,0.0,100,4.80314,99.63,2.78612116863,7526,66.254,65.444,,
2020-05-01 03:30:00,0.0,100,4.80314,99.64,2.79898131963,7525,66.272,65.3,,
2020-05-01 03:35:00,0.0,100,4.80314,99.63,2.75422870334,7526,66.326,65.3,,
2020-05-01 03:40:00,0.0,100,4.84251,99.62,2.72897778281,7526,66.362,65.3,,
2020-05-01 03:45:00,0.0,100,4.84251,99.62,2.70395836411,7525,66.398,65.3,,
2020-05-01 03:50:00,0.0,100,4.84251,99.61,2.69153480393,7528,66.416,65.3,,
2020-05-01 03:55:00,0.0,100,4.92125,99.61,2.68534444566,7526,66.452,65.3,,
2020-05-01 04:00:00,0.0,100,4.92125,99.61,2.67300640866,7530,66.452,65.3,,
2020-05-01 04:05:00,0.0,100,4.92125,99.61,2.66685866452,7528,66.47,65.3,,
2020-05-01 04:10:00,0.0,100,4.96062,99.61,2.65460556198,7528,66.488,65.3,,
2020-05-01 04:15:00,0.0,100,4.96062,99.61,2.64850013861,7529,66.506,65.3,,
2020-05-01 04:20:00,0.0,100,4.99999,99.61,2.64850013861,7529,66.524,65.3,,
2020-05-01 04:25:00,0.0,100,5.03936,99.62,2.64850013861,7530,66.524,65.3,,
2020-05-01 04:30:00,0.0,100,5.03936,99.62,2.64850013861,7527,66.524,65.3,,
2020-05-01 04:35:00,0.0,100,5.03936,99.63,2.64240875732,7527,66.524,65.3,,
2020-05-01 04:40:00,0.0,100,4.99999,99.63,2.64240875732,7527,66.56,65.3,,
2020-05-01 04:45:00,0.0,100,4.99999,99.62,2.63633138583,7528,66.596,65.3,,
2020-05-01 04:50:00,0.0,100,4.99999,99.62,2.6302679919,7528,66.65,65.3,,
2020-05-01 04:55:00,0.0,100,4.99999,99.62,2.6302679919,7527,66.722,65.3,,
2020-05-01 05:00:00,0.0,100,4.99999,99.62,2.62421854338,7530,66.776,65.3,,
2020-05-01 05:05:00,0.0,100,4.96062,99.62,2.62421854338,7530,66.794,65.3,,
2020-05-01 05:10:00,0.0,100,4.92125,99.63,2.62421854338,7529,66.812,65.3,,
2020-05-01 05:15:00,0.0,100,4.92125,99.62,2.61818300822,7527,66.812,65.3,,
2020-05-01 05:20:00,0.0,100,4.92125,99.62,2.6121613544,7530,66.812,65.3,,
2020-05-01 05:25:00,0.0,100,4.88188,99.63,2.6121613544,7526,66.812,65.3,,
2020-05-01 05:30:00,0.0,100,4.92125,99.63,2.60615355,7531,66.812,65.3,,
2020-05-01 05:35:00,0.0,100,4.92125,99.63,2.60015956317,7528,66.794,65.3,,
2020-05-01 05:40:00,0.0,100,4.92125,99.63,2.60015956317,7530,66.758,65.3,,
2020-05-01 05:45:00,0.0,100,4.88188,99.63,2.59417936212,7530,66.722,65.3,,
2020-05-01 05:50:00,0.0,100,4.88188,99.64,2.59417936212,7530,66.65,65.3,,
2020-05-01 05:55:00,0.0,100,4.92125,99.64,2.58821291515,7530,66.56,65.3,,
2020-05-01 06:00:00,0.0,100,4.96062,99.65,2.58821291515,7527,66.47,65.3,,
2020-05-01 06:05:00,0.0,100,4.96062,99.65,2.58821291515,7529,66.362,65.3,,
2020-05-01 06:10:00,0.0,100,4.99999,99.66,2.58821291515,7530,66.254,65.3,,
2020-05-01 06:15:00,0.0,100,4.99999,99.67,2.58226019063,7526,66.218,65.3,,
2020-05-01 06:20:00,0.0,100,4.99999,99.67,2.58226019063,7526,66.164,65.3,,
2020-05-01 06:25:00,0.0,100,4.96062,99.68,2.576321157,7526,66.11,65.3,,
2020-05-01 06:30:00,0.0,100,4.96062,99.69,2.576321157,7527,66.092,65.3,,
2020-05-01 06:35:00,0.0,100,4.96062,99.69,2.58226019063,7530,66.056,65.3,,
2020-05-01 06:40:00,0.0,100,4.92125,99.69,2.576321157,7526,66.056,65.3,,
2020-05-01 06:45:00,0.0,100,4.92125,99.7,2.576321157,7527,66.074,65.3,,
2020-05-01 06:50:00,0.0,100,4.92125,99.7,2.576321157,7528,66.128,65.444,,
2020-05-01 06:55:00,0.0,100,4.96062,99.71,2.57039578277,7527,66.182,65.444,,
2020-05-01 07:00:00,0.0,100,4.96062,99.71,2.57039578277,7528,66.272,65.48,,
2020-05-01 07:05:00,0.0,100,4.99999,99.72,2.57039578277,7528,66.326,65.48,,
2020-05-01 07:10:00,0.0,100,5.03936,99.72,2.56448403652,7530,66.38,65.48,,
2020-05-01 07:15:00,0.0,100,4.99999,99.72,2.55858588691,7524,66.434,65.48,,
2020-05-01 07:20:00,0.0,100,4.99999,99.72,2.55858588691,7526,66.47,65.48,,
2020-05-01 07:25:00,0.0,100,4.99999,99.73,2.55858588691,7528,66.506,65.48,,
2020-05-01 07:30:00,0.0,100,4.99999,99.74,2.55270130266,7527,66.506,65.48,,
2020-05-01 07:35:00,0.0,100,4.96062,99.75,2.55270130266,7527,66.488,65.48,,
2020-05-01 07:40:00,0.0,100,4.99999,99.75,2.55270130266,7530,66.47,65.48,,
2020-05-01 07:45:00,0.0,100,4.99999,99.76,2.54683025259,7528,66.452,65.48,,
2020-05-01 07:50:00,0.0,100,4.96062,99.76,2.55270130266,7528,66.452,65.48,,
2020-05-01 07:55:00,0.0,100,4.96062,99.77,2.54683025259,7527,66.434,65.48,,
2020-05-01 08:00:00,0.0,100,4.96062,99.77,2.54683025259,7530,66.452,65.48,,
2020-05-01 08:05:00,0.0,100,4.96062,99.77,2.54097270555,7530,66.488,65.48,,
2020-05-01 08:10:00,0.0,100,4.99999,99.77,2.54097270555,7533,66.506,65.48,,
2020-05-01 08:15:00,0.0,100,4.99999,99.78,2.54097270555,7530,66.524,65.48,,
2020-05-01 08:20:00,0.0,100,4.96062,99.77,2.54097270555,7528,66.542,65.48,,
2020-05-01 08:25:00,0.0,100,4.96062,99.78,2.54097270555,7530,66.56,65.48,,
2020-05-01 08:30:00,0.0,100,4.96062,99.77,2.5351286305,7526,66.614,65.48,,
2020-05-01 08:35:00,0.0,100,4.96062,99.77,2.5351286305,7526,66.668,65.48,,
2020-05-01 08:40:00,0.0,100,4.96062,99.78,2.5351286305,7530,66.722,65.48,,
2020-05-01 08:45:00,0.0,100,4.99999,99.78,2.5351286305,7529,66.722,65.48,,
2020-05-01 08:50:00,0.0,100,4.99999,99.78,2.5351286305,7526,66.722,65.48,,
2020-05-01 08:55:00,0.0,100,4.99999,99.79,2.5351286305,7529,66.776,65.48,,
2020-05-01 09:00:00,0.0,100,4.99999,99.79,2.5351286305,7526,66.812,65.48,,
2020-05-01 09:05:00,0.0,100,5.03936,99.79,2.5351286305,7529,66.866,65.48,,
2020-05-01 09:10:00,0.0,100,5.07873,99.8,2.5351286305,7526,66.902,65.588,,
2020-05-01 09:15:00,0.0,100,5.07873,99.8,2.52929799645,7529,66.938,65.66,,
2020-05-01 09:20:00,0.0,100,5.07873,99.79,2.52348077248,7526,66.974,65.66,,
2020-05-01 09:25:00,0.0,100,5.03936,99.8,2.52348077248,7528,67.028,65.66,,
2020-05-01 09:30:00,0.0,100,5.03936,99.8,2.52348077248,7533,67.082,65.66,,
2020-05-01 09:35:00,0.0,100,4.99999,99.8,2.51767692776,7530,67.172,65.66,,
2020-05-01 09:40:00,0.0,100,4.96062,99.8,2.52348077248,7530,67.28,65.66,,
2020-05-01 09:45:00,0.0,100,4.96062,99.8,2.52348077248,7532,67.424,65.66,,
2020-05-01 09:50:00,0.0,100,4.96062,99.81,2.52348077248,7531,67.568,65.66,,
2020-05-01 09:55:00,0.0,100,4.96062,99.81,2.52348077248,7531,67.712,65.66,,
2020-05-01 10:00:00,0.0,100,4.92125,99.81,2.52348077248,7529,67.82,65.66,,
2020-05-01 10:05:00,0.0,100,4.92125,99.81,2.51767692776,7527,67.928,65.66,,
2020-05-01 10:10:00,0.0,100,4.92125,99.82,2.51767692776,7529,68.0,65.66,,
2020-05-01 10:15:00,0.0,100,4.88188,99.82,2.51767692776,7530,68.072,65.66,,
2020-05-01 10:20:00,0.0,100,4.88188,99.82,2.51767692776,7527,68.18,65.516,,
2020-05-01 10:25:00,0.0,100,4.88188,99.82,2.52348077248,7526,68.324,65.48,,
2020-05-01 10:30:00,0.0,100,4.88188,99.82,2.52348077248,7531,68.486,65.48,,
2020-05-01 10:35:00,0.0,100,4.92125,99.82,2.52348077248,7530,68.648,65.48,,
2020-05-01 10:40:00,0.0,100,4.92125,99.82,2.52348077248,7529,68.828,65.48,,
2020-05-01 10:45:00,0.0,100,4.92125,99.82,2.52348077248,7530,69.008,65.48,,
2020-05-01 10:50:00,0.0,100,4.88188,99.82,2.52348077248,7527,69.188,65.48,,
2020-05-01 10:55:00,0.0,100,4.88188,99.82,2.52348077248,7530,69.368,65.48,,
2020-05-01 11:00:00,0.0,100,4.88188,99.82,2.51767692776,7530,69.53,65.48,,
2020-05-01 11:05:00,0.0,100,4.88188,99.81,2.16770410482,7529,69.692,65.48,,
2020-05-01 11:10:00,0.0,100,4.88188,99.81,2.16770410482,7530,69.89,65.48,,
2020-05-01 11:15:00,0.0,100,4.88188,99.81,2.17270117886,7531,70.106,65.48,,
2020-05-01 11:20:00,0.0,100,4.88188,99.81,2.17770977235,7528,70.304,65.48,,
2020-05-01 11:25:00,0.0,100,4.84251,99.81,2.18272991184,7528,70.502,65.48,,
2020-05-01 11:30:00,0.0,100,4.84251,99.81,2.18776162395,7530,70.682,65.48,,
2020-05-01 11:35:00,0.0,100,4.84251,99.82,2.18776162395,7529,70.88,65.48,,
2020-05-01 11:40:00,0.0,100,4.84251,99.82,2.24905460584,7529,71.078,65.48,,
2020-05-01 11:45:00,0.0,100,4.84251,99.82,2.36591969749,7529,71.276,65.48,,
2020-05-01 11:50:00,0.0,100,4.84251,99.82,2.41546083444,7530,71.492,65.48,,
2020-05-01 11:55:00,0.0,100,4.84251,99.81,2.43220400907,7531,71.708,65.48,,
2020-05-01 12:00:00,0.0,100,4.80314,99.8,2.44906324184,7530,71.888,65.48,,
2020-05-01 12:05:00,0.0,100,4.80314,99.79,2.44343055269,7528,72.05,65.48,,
2020-05-01 12:10:00,0.0,100,4.84251,99.78,2.45470891569,7530,72.212,65.48,,
2020-05-01 12:15:00,0.0,100,4.88188,99.78,2.45470891569,7532,72.392,65.48,,
2020-05-01 12:20:00,0.0,100,4.88188,99.78,2.45470891569,7530,72.5,65.48,,
2020-05-01 12:25:00,0.0,100,4.88188,99.78,2.45470891569,7530,72.536,65.48,,
2020-05-01 12:30:00,0.0,100,4.92125,99.77,2.44906324184,7528,72.698,65.48,,
2020-05-01 12:35:00,0.0,100,4.88188,99.77,2.45470891569,7530,72.824,65.48,,
2020-05-01 12:40:00,0.0,100,4.92125,99.77,2.45470891569,7531,72.914,65.552,,
2020-05-01 12:45:00,0.0,100,4.92125,99.77,2.45470891569,7527,73.112,65.66,,
2020-05-01 12:50:00,0.0,100,4.92125,99.77,2.44906324184,7530,73.346,65.66,,
2020-05-01 12:55:00,0.0,100,4.88188,99.76,2.44906324184,7526,73.58,65.66,,
2020-05-01 13:00:00,0.0,100,4.88188,99.76,2.44343055269,7528,73.814,65.66,,
2020-05-01 13:05:00,0.0,100,4.92125,99.75,2.44343055269,7530,74.066,65.66,,
2020-05-01 13:10:00,0.0,100,4.88188,99.74,2.44343055269,7531,74.264,65.66,,
2020-05-01 13:15:00,0.0,100,4.96062,99.74,2.44343055269,7531,74.408,65.66,,
2020-05-01 13:20:00,0.0,100,4.96062,99.74,2.43781081837,7530,74.516,65.66,,
2020-05-01 13:25:00,0.0,100,4.99999,99.73,2.43781081837,7529,74.678,65.66,,
2020-05-01 13:30:00,0.0,100,4.99999,99.72,2.43781081837,7526,74.858,65.66,,
2020-05-01 13:35:00,0.0,100,4.99999,99.72,2.43781081837,7530,75.02,65.66,,
2020-05-01 13:40:00,0.0,100,4.96062,99.72,2.43781081837,7527,75.236,65.66,,
2020-05-01 13:45:00,0.0,100,4.96062,99.72,2.43220400907,7529,75.326,65.66,,
2020-05-01 13:50:00,0.0,100,4.96062,99.72,2.43220400907,7530,75.416,65.66,,
2020-05-01 13:55:00,0.0,100,4.99999,99.73,2.42661009508,7528,75.56,65.66,,
2020-05-01 14:00:00,0.0,100,5.07873,99.73,2.42102904674,7530,75.776,65.66,,
2020-05-01 14:05:00,0.0,100,5.15747,99.73,2.41546083444,7530,76.01,65.66,,
2020-05-01 14:10:00,0.0,100,5.23621,99.73,2.40436280001,7530,76.208,65.66,,
2020-05-01 14:15:00,0.0,100,5.23621,99.73,2.39331575641,7533,76.352,65.66,,
2020-05-01 14:20:00,0.0,100,5.23621,99.74,2.41546083444,7530,76.514,65.66,,
2020-05-01 14:25:00,0.0,100,5.23621,99.74,2.42661009508,7530,76.73,65.66,,
2020-05-01 14:30:00,0.0,100,5.23621,99.73,2.46036760415,7531,76.928,65.66,,
2020-05-01 14:35:00,0.0,100,5.19684,99.72,2.48885731828,7533,77.072,65.66,,
2020-05-01 14:40:00,0.0,100,5.19684,99.72,2.50610925303,7532,77.198,65.66,,
2020-05-01 14:45:00,0.0,100,5.19684,99.72,2.52348077248,7529,77.288,65.66,,
2020-05-01 14:50:00,0.0,100,5.19684,99.72,2.52348077248,7531,77.324,65.66,,
2020-05-01 14:55:00,0.0,100,5.1181,99.71,2.52348077248,7530,77.396,65.66,,
2020-05-01 15:00:00,0.0,100,5.1181,99.72,2.5351286305,7530,77.486,65.66,,
2020-05-01 15:05:00,0.0,100,5.1181,99.71,2.54097270555,7530,77.576,65.66,,
2020-05-01 15:10:00,0.0,100,5.07873,99.72,2.54097270555,7529,77.666,65.66,,
2020-05-01 15:15:00,0.0,100,5.1181,99.71,2.54097270555,7530,77.738,65.66,,
2020-05-01 15:20:00,0.0,100,5.1181,99.71,2.54097270555,7531,77.828,65.732,,
2020-05-01 15:25:00,0.0,100,5.07873,99.7,2.5351286305,7533,77.918,65.84,,
2020-05-01 15:30:00,0.0,100,5.03936,99.69,2.5351286305,7529,77.99,65.84,,
2020-05-01 15:35:00,0.0,100,5.03936,99.68,2.5351286305,7531,78.026,65.84,,
2020-05-01 15:40:00,0.0,100,5.03936,99.69,2.5351286305,7532,77.99,65.84,,
2020-05-01 15:45:00,0.0,100,4.99999,99.69,2.52929799645,7531,77.972,65.84,,
2020-05-01 15:50:00,0.0,100,4.99999,99.68,2.5351286305,7531,77.954,65.84,,
2020-05-01 15:55:00,0.0,100,4.96062,99.68,2.52929799645,7530,77.918,65.84,,
2020-05-01 16:00:00,0.0,100,4.99999,99.68,2.52929799645,7530,77.936,65.984,,
2020-05-01 16:05:00,0.0,100,4.99999,99.68,2.52929799645,7532,77.972,66.02,,
2020-05-01 16:10:00,0.0,100,4.99999,99.67,2.52929799645,7531,77.99,66.02,,
2020-05-01 16:15:00,0.0,100,4.99999,99.68,2.5351286305,7530,77.918,66.02,,
2020-05-01 16:20:00,0.0,100,4.96062,99.68,2.52929799645,7532,77.846,66.128,,
2020-05-01 16:25:00,0.0,100,4.96062,99.68,2.52929799645,7533,77.792,66.2,,
2020-05-01 16:30:00,0.0,100,4.96062,99.68,2.52348077248,7530,77.756,66.2,,
2020-05-01 16:35:00,0.0,100,4.99999,99.67,2.52348077248,7533,77.738,66.344,,
2020-05-01 16:40:00,0.0,100,4.96062,99.67,2.52348077248,7534,77.72,66.416,,
2020-05-01 16:45:00,0.0,100,4.99999,99.67,2.51767692776,7530,77.702,66.56,,
2020-05-01 16:50:00,0.0,100,5.03936,99.67,2.52348077248,7533,77.684,66.776,,
2020-05-01 16:55:00,0.0,100,5.07873,99.67,2.52929799645,7533,77.648,67.064,,
2020-05-01 17:00:00,0.0,100,5.07873,99.67,2.51767692776,7533,77.594,67.388,,
2020-05-01 17:05:00,0.0,100,5.1181,99.67,2.51188643151,7532,77.486,67.604,,
2020-05-01 17:10:00,0.0,100,5.1181,99.67,2.51767692776,7532,77.396,67.82,,
2020-05-01 17:15:00,0.0,100,5.07873,99.66,2.45470891569,7535,77.306,67.82,,
2020-05-01 17:20:00,0.0,100,5.03936,99.67,2.3550492839,7533,77.234,67.712,,
2020-05-01 17:25:00,0.0,100,4.96062,99.67,2.32273679636,7532,77.144,67.46,,
2020-05-01 17:30:00,0.0,100,4.96062,99.67,2.33883723866,7533,77.09,67.28,,
2020-05-01 17:35:00,0.0,100,4.99999,99.66,2.32809125767,7533,77.0,67.244,,
2020-05-01 17:40:00,0.0,100,4.99999,99.66,2.33345806228,7535,76.91,67.208,,
2020-05-01 17:45:00,0.0,100,4.99999,99.66,2.32809125767,7536,76.838,67.28,,
2020-05-01 17:50:00,0.0,100,4.99999,99.66,2.31739464997,7536,76.748,67.28,,
2020-05-01 17:55:00,0.0,100,4.96062,99.66,2.31739464997,7533,76.658,66.992,,
2020-05-01 18:00:00,0.0,100,4.96062,99.66,2.36047823318,7533,76.532,66.812,,
2020-05-01 18:05:00,0.0,100,4.96062,99.66,2.40436280001,7534,76.388,66.74,,
2020-05-01 18:10:00,0.0,100,4.96062,99.66,2.42661009508,7533,76.244,66.74,,
2020-05-01 18:15:00,0.0,100,4.96062,99.66,2.43781081837,7533,76.064,66.74,,
2020-05-01 18:20:00,0.0,100,4.96062,99.67,2.44343055269,7530,75.902,66.74,,
2020-05-01 18:25:00,0.0,100,4.96062,99.67,2.44343055269,7535,75.74,66.74,,
2020-05-01 18:30:00,0.0,100,4.92125,99.69,2.43781081837,7535,75.524,66.74,,
2020-05-01 18:35:00,0.0,100,4.92125,99.69,2.43220400907,7531,75.29,66.74,,
2020-05-01 18:40:00,0.0,100,4.96062,99.7,2.42661009508,7531,75.038,66.632,,
2020-05-01 18:45:00,0.0,100,4.92125,99.7,2.42661009508,7533,74.786,66.56,,
2020-05-01 18:50:00,0.0,100,4.88188,99.71,2.42102904674,7533,74.534,66.56,,
2020-05-01 18:55:00,0.0,100,4.92125,99.72,2.41546083444,7533,74.3,66.56,,
2020-05-01 19:00:00,0.0,100,4.92125,99.72,2.42102904674,7530,74.066,66.452,,
2020-05-01 19:05:00,0.0,100,4.96062,99.72,2.42102904674,7533,73.85,66.38,,
2020-05-01 19:10:00,0.0,100,4.92125,99.73,2.41546083444,7533,73.616,66.38,,
2020-05-01 19:15:00,0.0,100,4.92125,99.73,2.40990542869,7534,73.364,66.38,,
2020-05-01 19:20:00,0.0,100,4.92125,99.74,2.40990542869,7533,73.112,66.38,,
2020-05-01 19:25:00,0.0,100,4.92125,99.75,2.40990542869,7534,72.878,66.38,,
2020-05-01 19:30:00,0.0,100,4.92125,99.75,2.40436280001,7533,72.644,66.38,,
2020-05-01 19:35:00,0.0,100,4.92125,99.75,2.40436280001,7536,72.392,66.38,,
2020-05-01 19:40:00,0.0,100,4.96062,99.76,2.40990542869,7536,72.14,66.344,,
2020-05-01 19:45:00,0.0,100,4.96062,99.76,2.40436280001,7535,71.906,66.2,,
2020-05-01 19:50:00,0.0,100,4.96062,99.77,2.40436280001,7534,71.672,66.2,,
2020-05-01 19:55:00,0.0,100,4.96062,99.77,2.39883291902,7536,71.438,66.2,,
2020-05-01 20:00:00,0.0,100,4.92125,99.78,2.39331575641,7536,71.222,66.2,,
2020-05-01 20:05:00,0.0,100,4.96062,99.78,2.39331575641,7535,71.024,66.2,,
2020-05-01 20:10:00,0.0,100,4.96062,99.79,2.39331575641,7536,70.808,66.2,,
2020-05-01 20:15:00,0.0,100,4.96062,99.79,2.39331575641,7535,70.592,66.2,,
2020-05-01 20:20:00,0.0,100,4.96062,99.79,2.39331575641,7534,70.394,66.2,,
2020-05-01 20:25:00,0.0,100,4.96062,99.79,2.39331575641,7536,70.214,66.2,,
2020-05-01 20:30:00,0.0,100,4.96062,99.79,2.39883291902,7534,70.052,66.02,,
2020-05-01 20:35:00,0.0,100,4.96062,99.79,2.39331575641,7537,69.872,66.02,,
2020-05-01 20:40:00,0.0,100,4.96062,99.8,2.39883291902,7536,69.692,66.02,,
2020-05-01 20:45:00,0.0,100,4.92125,99.79,2.39883291902,7536,69.494,66.02,,
2020-05-01 20:50:00,0.0,100,4.92125,99.8,2.40436280001,7536,69.26,66.02,,
2020-05-01 20:55:00,0.0,100,4.96062,99.81,2.40436280001,7536,69.044,66.02,,
2020-05-01 21:00:00,0.0,100,4.92125,99.81,2.40436280001,7536,68.81,66.02,,
2020-05-01 21:05:00,0.0,100,4.92125,99.82,2.39883291902,7534,68.612,66.02,,
2020-05-01 21:10:00,0.0,100,4.92125,99.82,2.34963282085,7536,68.396,65.948,,
2020-05-01 21:15:00,0.0,100,4.92125,99.83,2.36047823318,7537,68.216,65.84,,
2020-05-01 21:20:00,0.0,100,4.92125,99.83,2.3550492839,7533,68.054,65.84,,
2020-05-01 21:25:00,0.0,100,4.92125,99.83,2.36047823318,7538,67.91,65.84,,
2020-05-01 21:30:00,0.0,100,4.92125,99.85,2.3550492839,7536,67.748,65.84,,
2020-05-01 21:35:00,0.0,100,4.92125,99.86,2.3550492839,7536,67.622,65.84,,
2020-05-01 21:40:00,0.0,100,4.92125,99.86,2.3550492839,7534,67.496,65.84,,
2020-05-01 21:45:00,0.0,100,4.92125,99.87,2.3550492839,7534,67.406,65.84,,
2020-05-01 21:50:00,0.0,100,4.92125,99.87,2.3550492839,7539,67.28,65.84,,
2020-05-01 21:55:00,0.0,100,4.92125,99.87,2.3550492839,7537,67.136,65.84,,
2020-05-01 22:00:00,0.0,100,4.92125,99.87,2.3550492839,7536,66.992,65.84,,
2020-05-01 22:05:00,0.0,100,4.96062,99.88,2.3550492839,7536,66.83,65.84,,
2020-05-01 22:10:00,0.0,100,4.92125,99.87,2.3550492839,7536,66.686,65.84,,
2020-05-01 22:15:00,0.0,100,4.92125,99.86,2.3550492839,7536,66.56,65.84,,
2020-05-01 22:20:00,0.0,100,4.92125,99.85,2.3550492839,7538,66.47,65.84,,
2020-05-01 22:25:00,0.0,100,4.88188,99.85,2.3550492839,7535,66.362,65.84,,
2020-05-01 22:30:00,0.0,100,4.92125,99.85,2.3550492839,7537,66.218,65.84,,
2020-05-01 22:35:00,0.0,100,4.88188,99.86,2.3550492839,7536,66.074,65.84,,
2020-05-01 22:40:00,0.0,100,4.88188,99.86,2.3550492839,7539,65.912,65.84,,
2020-05-01 22:45:00,0.0,100,4.92125,99.87,2.36047823318,7536,65.768,65.804,,
2020-05-01 22:50:00,0.0,100,4.88188,99.88,2.36047823318,7536,65.678,65.66,,
2020-05-01 22:55:00,0.0,100,4.88188,99.88,2.36047823318,7536,65.57,65.66,,
2020-05-01 23:00:00,0.0,100,4.88188,99.88,2.36047823318,7537,65.498,65.66,,
2020-05-01 23:05:00,0.0,100,4.92125,99.87,2.36591969749,7538,65.408,65.66,,
2020-05-01 23:10:00,0.0,100,4.88188,99.87,2.36047823318,7539,65.3,65.66,,
2020-05-01 23:15:00,0.0,100,4.92125,99.87,2.36047823318,7537,65.174,65.66,,
2020-05-01 23:20:00,0.0,100,4.88188,99.87,2.3550492839,7536,65.066,65.66,,
2020-05-01 23:25:00,0.0,100,4.88188,99.87,2.3550492839,7536,64.958,65.66,,
2020-05-01 23:30:00,0.0,100,4.88188,99.86,2.3550492839,7537,64.904,65.66,,
2020-05-01 23:35:00,0.0,100,4.88188,99.85,2.3550492839,7536,64.868,65.66,,
2020-05-01 23:40:00,0.0,100,4.88188,99.85,2.36047823318,7533,64.814,65.66,,
2020-05-01 23:45:00,0.0,100,4.88188,99.85,2.37137370566,7535,64.742,65.552,,
2020-05-01 23:50:00,0.0,100,4.84251,99.86,2.37137370566,7534,64.652,65.48,,
2020-05-01 23:55:00,0.0,100,4.84251,99.86,2.38231946936,7539,64.58,65.48,,
2020-05-02 00:00:00,0.0,100,4.84251,99.86,2.38231946936,7533,64.526,65.48,,
