,in Water Level,°F Water Temperature,mS/cm EC, Sensor Metadata,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,°F Logger Temperature,
5/8/2020 0:45,5.82676,65.66,2.612161354,0,61,6546,99.35,69.584,
5/8/2020 0:50,6.57479,65.66,2.648500139,0,61,6546,99.36,69.566,
5/8/2020 0:55,6.92912,65.66,2.648500139,0,61,6547,99.36,69.53,
5/8/2020 1:00,6.77164,65.66,2.654605562,0,61,6549,99.36,69.512,
5/8/2020 1:05,6.49605,65.66,2.654605562,0,61,6548,99.36,69.458,
5/8/2020 1:10,6.33857,65.66,2.648500139,0,61,6547,99.37,69.332,
5/8/2020 1:15,6.22046,65.66,2.630267992,0,62,6550,99.37,69.08,
5/8/2020 1:20,6.06298,65.66,2.630267992,0,62,6553,99.37,68.9,
5/8/2020 1:25,5.9055,65.804,2.630267992,0,62,6552,99.38,68.81,
5/8/2020 1:30,5.78739,65.84,2.630267992,0,62,6554,99.37,68.774,
5/8/2020 1:35,5.94487,65.84,2.636331386,0,62,6552,99.37,68.756,
5/8/2020 1:40,6.22046,65.84,2.636331386,0,62,6550,99.37,68.774,
5/8/2020 1:45,6.33857,65.84,2.624218543,0,62,6551,99.37,68.792,
5/8/2020 1:50,6.2992,65.84,2.624218543,0,62,6556,99.37,68.828,
5/8/2020 1:55,6.37794,65.84,2.630267992,0,62,6553,99.37,68.828,
5/8/2020 2:00,6.37794,65.84,2.642408757,0,62,6552,99.36,68.774,
5/8/2020 2:05,6.25983,65.84,2.60615355,0,62,6552,99.37,68.72,
5/8/2020 2:10,6.06298,66.02,2.612161354,0,62,6553,99.36,68.648,
5/8/2020 2:15,5.94487,66.02,2.60615355,0,62,6554,99.37,68.54,
5/8/2020 2:20,6.33857,66.02,2.618183008,0,62,6554,99.37,68.432,
5/8/2020 2:25,7.44093,66.02,2.624218543,0,62,6554,99.37,68.36,
5/8/2020 2:30,7.44093,66.092,2.540972706,0,62,6553,99.36,68.252,
5/8/2020 2:35,6.88975,66.2,2.630267992,0,62,6555,99.36,68.108,
5/8/2020 2:40,6.53542,66.2,2.624218543,0,62,6554,99.36,67.982,
5/8/2020 2:45,6.49605,66.2,2.612161354,0,62,6555,99.36,67.874,
5/8/2020 2:50,6.85038,66.2,2.612161354,0,62,6554,99.36,67.856,
5/8/2020 2:55,7.0866,66.2,2.582260191,0,62,6552,99.36,67.892,
5/8/2020 3:00,7.20471,66.344,2.529297996,0,62,6552,99.37,67.964,
5/8/2020 3:05,7.28345,66.38,2.588212915,0,62,6553,99.38,68.018,
5/8/2020 3:10,7.28345,66.38,2.564484037,0,62,6556,99.38,68.072,
5/8/2020 3:15,7.04723,66.38,2.529297996,0,62,6552,99.37,68.144,
5/8/2020 3:20,6.92912,66.38,2.494594727,0,62,6553,99.37,68.216,
5/8/2020 3:25,6.85038,66.524,2.466039337,0,62,6553,99.36,68.27,
5/8/2020 3:30,6.77164,66.56,2.393315756,0,62,6553,99.36,68.252,
5/8/2020 3:35,6.77164,66.56,2.264644308,0,62,6553,99.36,68.198,
5/8/2020 3:40,6.65353,66.56,2.182729912,0,62,6554,99.36,68.144,
5/8/2020 3:45,6.92912,66.56,2.301441817,0,62,6552,99.36,68.144,
5/8/2020 3:50,7.12597,66.56,2.382319469,0,62,6555,99.36,68.144,
5/8/2020 3:55,7.12597,66.56,2.11348904,0,62,6555,99.36,68.108,
5/8/2020 4:00,6.92912,66.56,2.162718524,0,62,6557,99.36,68.072,
5/8/2020 4:05,6.73227,66.56,2.11348904,0,62,6556,99.35,68.054,
5/8/2020 4:10,6.6929,66.56,2.098939884,0,62,6554,99.35,68.072,
5/8/2020 4:15,7.36219,66.56,2.421029047,0,62,6553,99.35,68.018,
5/8/2020 4:20,7.71652,66.56,1.963360277,0,62,6553,99.34,68,
5/8/2020 4:25,7.83463,66.596,2.01372425,0,62,6554,99.34,67.982,
5/8/2020 4:30,7.75589,66.74,2.065380156,0,62,6556,99.35,68,
5/8/2020 4:35,7.55904,66.848,2.264644308,0,62,6554,99.35,68.036,
5/8/2020 4:40,7.16534,66.92,2.172701179,0,62,6555,99.35,68.072,
5/8/2020 4:45,6.81101,66.884,1.905460718,0,62,6553,99.35,68.072,
5/8/2020 4:50,6.73227,66.74,1.914255925,0,62,6555,99.35,68.108,
5/8/2020 4:55,6.61416,66.668,1.840772001,0,62,6552,99.35,68.144,
5/8/2020 5:00,6.57479,66.56,1.667247213,0,62,6554,99.35,68.162,
5/8/2020 5:05,6.45668,66.56,1.52054753,0,62,6556,99.35,68.144,
5/8/2020 5:10,6.25983,66.488,1.563147643,0,62,6554,99.35,67.982,
5/8/2020 5:15,6.10235,66.38,1.573982864,0,62,6554,99.36,67.73,
5/8/2020 5:20,6.2992,66.38,1.510080154,0,62,6554,99.36,67.478,
5/8/2020 5:25,7.12597,66.38,1.931968317,0,62,6553,99.36,67.352,
5/8/2020 5:30,8.07085,66.2,1.866379691,0,59,6498,99.37,67.334,
5/8/2020 5:35,7.99211,66.2,1.927524913,0,62,6560,99.38,67.424,
5/8/2020 5:40,7.95274,66.164,1.741806873,0,62,6562,99.38,67.478,
5/8/2020 5:45,7.91337,66.02,1.667247213,0,62,6561,99.38,67.532,
5/8/2020 5:50,7.75589,65.912,1.336595517,0,62,6559,99.38,67.586,
5/8/2020 5:55,7.40156,65.84,1.191242008,0,62,6559,99.38,67.568,
5/8/2020 6:00,7.0866,65.948,1.114294534,0,62,6563,99.39,67.532,
5/8/2020 6:05,7.24408,66.02,1.114294534,0,62,6559,99.39,67.532,
5/8/2020 6:10,7.32282,66.056,1.156112242,0,62,6559,99.4,67.514,
5/8/2020 6:15,7.28345,66.2,1.051961874,0,62,6560,99.4,67.388,
5/8/2020 6:20,7.04723,66.272,1.03038612,0,62,6559,99.41,67.244,
5/8/2020 6:25,6.77164,66.38,1.018591388,0,62,6559,99.41,67.064,
5/8/2020 6:30,6.73227,66.452,1.028016298,0,62,6559,99.42,66.866,
5/8/2020 6:35,6.65353,66.56,1.032761406,0,62,6560,99.42,66.65,
5/8/2020 6:40,6.53542,66.56,1.03038612,0,62,6559,99.43,66.47,
5/8/2020 6:45,6.25983,66.56,1.013911386,0,62,6559,99.43,66.326,
5/8/2020 6:50,6.10235,66.56,0.988553095,0,62,6558,99.43,66.182,
5/8/2020 6:55,6.73227,66.56,1.064143018,0,62,6558,99.43,66.038,
5/8/2020 7:00,7.24408,66.56,1.315224832,0,62,6558,99.43,65.948,
5/8/2020 7:05,7.36219,66.56,1.300169578,0,62,6556,99.43,65.894,
5/8/2020 7:10,7.24408,66.56,1.324341535,0,62,6559,99.43,65.93,
5/8/2020 7:15,6.85038,66.56,1.20503594,0,62,6559,99.43,66.038,
5/8/2020 7:20,6.49605,66.38,1.158777356,0,62,6559,99.43,66.182,
5/8/2020 7:25,6.33857,66.344,1.145512941,0,62,6559,99.43,66.362,
5/8/2020 7:30,6.22046,66.2,1.10407862,0,62,6558,99.43,66.56,
5/8/2020 7:35,6.14172,66.2,1.049542429,0,62,6559,99.43,66.722,
5/8/2020 7:40,6.02361,66.2,1.129795915,0,62,6560,99.44,66.74,
5/8/2020 7:45,5.86613,66.2,1.202264435,0,62,6557,99.43,66.704,
5/8/2020 7:50,5.70865,66.2,1.224616199,0,62,6558,99.44,66.65,
5/8/2020 7:55,5.74802,66.2,1.227439231,0,62,6559,99.44,66.596,
5/8/2020 8:00,5.74802,66.128,1.25025903,0,62,6559,99.45,66.596,
5/8/2020 8:05,5.66928,66.02,1.297179271,0,62,6555,99.46,66.614,
5/8/2020 8:10,5.62991,66.02,1.648162392,0,62,6560,99.45,66.686,
5/8/2020 8:15,5.55117,66.02,1.713957308,0,62,6556,99.45,66.812,
5/8/2020 8:20,5.5118,65.84,1.729816359,0,62,6558,99.45,66.974,
5/8/2020 8:25,5.47243,65.84,1.737800829,0,62,6559,99.45,67.172,
5/8/2020 8:30,5.43306,65.84,1.737800829,0,62,6557,99.45,67.388,
5/8/2020 8:35,5.43306,65.84,1.741806873,0,62,6559,99.45,67.604,
5/8/2020 8:40,5.43306,65.84,1.745822153,0,62,6556,99.46,67.802,
5/8/2020 8:45,5.39369,65.84,1.749846689,0,62,6559,99.47,67.982,
5/8/2020 8:50,5.39369,65.84,1.753880502,0,62,6557,99.47,68.198,
5/8/2020 8:55,5.39369,65.84,1.753880502,0,62,6559,99.48,68.432,
5/8/2020 9:00,5.35432,65.84,1.749846689,0,62,6559,99.48,68.684,
5/8/2020 9:05,5.39369,65.876,1.774189481,0,62,6559,99.48,68.954,
5/8/2020 9:10,5.35432,66.02,1.745822153,0,62,6558,99.48,69.224,
5/8/2020 9:15,5.39369,66.02,1.753880502,0,62,6560,99.48,69.476,
5/8/2020 9:20,5.39369,66.02,1.753880502,0,62,6557,99.49,69.728,
5/8/2020 9:25,5.39369,66.02,1.774189481,0,62,6559,99.49,69.98,
5/8/2020 9:30,5.39369,66.02,1.786487575,0,62,6560,99.49,70.214,
5/8/2020 9:35,5.39369,66.2,1.761976046,0,62,6559,99.49,70.43,
5/8/2020 9:40,5.35432,66.2,1.815515663,0,62,6559,99.49,70.61,
5/8/2020 9:45,5.39369,66.38,1.853531623,0,62,6559,99.5,70.772,
5/8/2020 9:50,5.39369,66.488,1.874994508,0,62,6560,99.5,70.952,
5/8/2020 9:55,5.39369,66.56,1.853531623,0,62,6559,99.51,71.15,
5/8/2020 10:00,5.39369,66.632,1.857804455,0,62,6557,99.51,71.348,
5/8/2020 10:05,5.43306,66.74,1.836538343,0,62,6559,99.51,71.546,
5/8/2020 10:10,5.39369,66.74,1.840772001,0,62,6558,99.5,71.762,
5/8/2020 10:15,5.39369,66.74,1.836538343,0,62,6559,99.5,71.96,
5/8/2020 10:20,5.39369,66.74,1.849268619,0,62,6559,99.51,72.122,
5/8/2020 10:25,5.39369,66.92,1.840772001,0,62,6561,99.51,72.248,
5/8/2020 10:30,5.39369,66.92,1.828100216,0,62,6561,99.52,72.338,
5/8/2020 10:35,5.39369,66.92,1.832314422,0,62,6559,99.52,72.446,
5/8/2020 10:40,5.39369,66.92,1.828100216,0,62,6559,99.52,72.536,
5/8/2020 10:45,5.39369,66.92,1.823895702,0,62,6559,99.52,72.626,
5/8/2020 10:50,5.43306,66.92,1.823895702,0,62,6559,99.52,72.716,
5/8/2020 10:55,5.39369,66.992,1.823895702,0,62,6562,99.52,72.77,
5/8/2020 11:00,5.47243,67.172,1.832314422,0,62,6560,99.53,72.806,
5/8/2020 11:05,5.55117,67.28,1.823895702,0,62,6562,99.53,72.878,
5/8/2020 11:10,5.5118,67.28,1.819700859,0,62,6560,99.53,72.95,
5/8/2020 11:15,5.47243,67.28,1.815515663,0,62,6560,99.54,73.04,
5/8/2020 11:20,5.43306,67.28,1.828100216,0,62,6560,99.54,73.094,
5/8/2020 11:25,5.43306,67.28,1.828100216,0,62,6561,99.54,73.112,
5/8/2020 11:30,5.43306,67.28,1.823895702,0,62,6560,99.54,73.094,
5/8/2020 11:35,5.39369,67.46,1.828100216,0,62,6561,99.55,73.058,
5/8/2020 11:40,5.39369,67.46,1.819700859,0,62,6560,99.55,73.004,
5/8/2020 11:45,5.39369,67.46,1.807174126,0,62,6559,99.55,72.968,
5/8/2020 11:50,5.39369,67.46,1.819700859,0,62,6561,99.55,72.968,
5/8/2020 11:55,5.39369,67.46,1.807174126,0,62,6562,99.56,73.004,
5/8/2020 12:00,5.43306,67.46,1.807174126,0,62,6562,99.56,73.022,
5/8/2020 12:05,5.35432,67.46,1.798870915,0,62,6562,99.56,73.04,
5/8/2020 12:10,5.35432,67.28,1.807174126,0,62,6562,99.56,73.094,
5/8/2020 12:15,5.35432,67.28,1.790605854,0,62,6560,99.56,73.184,
5/8/2020 12:20,5.35432,67.28,1.794733627,0,62,6563,99.56,73.346,
5/8/2020 12:25,5.39369,67.28,1.811340093,0,62,6560,99.57,73.454,
5/8/2020 12:30,5.39369,67.244,1.803017741,0,62,6564,99.58,73.544,
5/8/2020 12:35,5.39369,66.956,1.803017741,0,62,6562,99.59,73.652,
5/8/2020 12:40,5.39369,66.92,1.803017741,0,62,6564,99.59,73.76,
5/8/2020 12:45,5.39369,66.92,1.798870915,0,62,6562,99.6,73.85,
5/8/2020 12:50,5.39369,66.74,1.811340093,0,62,6562,99.6,73.868,
5/8/2020 12:55,5.39369,66.74,1.811340093,0,62,6562,99.6,73.886,
5/8/2020 13:00,5.39369,66.74,1.819700859,0,62,6563,99.6,73.886,
5/8/2020 13:05,5.39369,66.74,1.803017741,0,62,6565,99.61,73.922,
5/8/2020 13:10,5.39369,66.704,1.807174126,0,62,6563,99.61,73.94,
5/8/2020 13:15,5.39369,66.56,1.811340093,0,62,6565,99.62,73.922,
5/8/2020 13:20,5.35432,66.56,1.807174126,0,62,6564,99.62,73.886,
5/8/2020 13:25,5.35432,66.56,1.815515663,0,62,6562,99.63,73.832,
5/8/2020 13:30,5.39369,66.56,1.819700859,0,62,6564,99.63,73.796,
5/8/2020 13:35,5.39369,66.56,1.811340093,0,62,6564,99.63,73.706,
5/8/2020 13:40,5.39369,66.56,1.811340093,0,62,6564,99.63,73.598,
5/8/2020 13:45,5.39369,66.56,1.807174126,0,62,6564,99.64,73.526,
5/8/2020 13:50,5.35432,66.56,1.807174126,0,62,6562,99.64,73.454,
5/8/2020 13:55,5.39369,66.56,1.811340093,0,62,6563,99.64,73.4,
5/8/2020 14:00,5.39369,66.56,1.803017741,0,62,6564,99.64,73.364,
5/8/2020 14:05,5.35432,66.56,1.811340093,0,62,6564,99.65,73.292,
5/8/2020 14:10,5.35432,66.56,1.798870915,0,62,6564,99.64,73.22,
5/8/2020 14:15,5.39369,66.56,1.798870915,0,62,6567,99.63,73.184,
5/8/2020 14:20,5.39369,66.56,1.811340093,0,62,6565,99.63,73.166,
5/8/2020 14:25,5.39369,66.452,1.811340093,0,62,6563,99.63,73.166,
5/8/2020 14:30,5.35432,66.38,1.798870915,0,62,6564,99.63,73.184,
5/8/2020 14:35,5.35432,66.38,1.798870915,0,62,6566,99.62,73.202,
5/8/2020 14:40,5.39369,66.38,1.798870915,0,62,6566,99.62,73.148,
5/8/2020 14:45,5.35432,66.38,1.803017741,0,62,6565,99.62,73.058,
5/8/2020 14:50,5.35432,66.38,1.819700859,0,62,6566,99.62,72.95,
5/8/2020 14:55,5.39369,66.38,1.836538343,0,62,6566,99.62,72.878,
5/8/2020 15:00,5.43306,66.38,1.828100216,0,62,6563,99.61,72.824,
5/8/2020 15:05,5.35432,66.38,1.819700859,0,62,6565,99.61,72.734,
5/8/2020 15:10,5.39369,66.38,1.828100216,0,62,6566,99.61,72.662,
5/8/2020 15:15,5.39369,66.38,1.828100216,0,62,6564,99.6,72.608,
5/8/2020 15:20,5.39369,66.38,1.832314422,0,62,6566,99.6,72.554,
5/8/2020 15:25,5.35432,66.38,1.798870915,0,62,6566,99.6,72.482,
5/8/2020 15:30,5.39369,66.38,1.803017741,0,62,6564,99.59,72.428,
5/8/2020 15:35,5.39369,66.38,1.811340093,0,62,6567,99.58,72.374,
5/8/2020 15:40,5.35432,66.38,1.790605854,0,62,6565,99.57,72.356,
5/8/2020 15:45,5.39369,66.38,1.786487575,0,62,6565,99.57,72.356,
5/8/2020 15:50,5.39369,66.38,1.798870915,0,62,6566,99.56,72.338,
5/8/2020 15:55,5.39369,66.38,1.77827941,0,62,6564,99.55,72.302,
5/8/2020 16:00,5.35432,66.38,1.77827941,0,62,6567,99.54,72.266,
5/8/2020 16:05,5.39369,66.38,1.794733627,0,62,6565,99.53,72.212,
5/8/2020 16:10,5.47243,66.38,1.794733627,0,62,6568,99.52,72.14,
5/8/2020 16:15,5.5118,66.38,1.794733627,0,62,6566,99.52,72.086,
5/8/2020 16:20,5.47243,66.38,1.794733627,0,62,6567,99.51,72.05,
5/8/2020 16:25,5.43306,66.38,1.794733627,0,62,6567,99.51,71.996,
5/8/2020 16:30,5.43306,66.38,1.811340093,0,62,6565,99.5,71.924,
5/8/2020 16:35,5.39369,66.38,1.823895702,0,62,6567,99.49,71.87,
5/8/2020 16:40,5.39369,66.38,1.819700859,0,62,6566,99.49,71.816,
5/8/2020 16:45,5.39369,66.38,1.819700859,0,62,6567,99.48,71.78,
5/8/2020 16:50,5.35432,66.38,1.807174126,0,62,6568,99.48,71.708,
5/8/2020 16:55,5.39369,66.38,1.836538343,0,62,6568,99.47,71.618,
5/8/2020 17:00,5.39369,66.38,1.832314422,0,62,6565,99.47,71.528,
5/8/2020 17:05,5.39369,66.38,1.828100216,0,62,6565,99.46,71.474,
5/8/2020 17:10,5.35432,66.38,1.828100216,0,62,6565,99.46,71.438,
5/8/2020 17:15,5.39369,66.344,1.832314422,0,62,6571,99.46,71.456,
5/8/2020 17:20,5.35432,66.308,1.828100216,0,62,6572,99.46,71.456,
5/8/2020 17:25,5.39369,66.2,1.840772001,0,63,6575,99.45,71.42,
5/8/2020 17:30,5.39369,66.2,1.832314422,0,63,6575,99.45,71.384,
5/8/2020 17:35,5.39369,66.2,1.832314422,0,62,6573,99.45,71.348,
5/8/2020 17:40,5.39369,66.2,1.828100216,0,62,6571,99.46,71.294,
5/8/2020 17:45,5.39369,66.2,1.828100216,0,62,6571,99.46,71.258,
5/8/2020 17:50,5.39369,66.2,1.828100216,0,62,6573,99.45,71.204,
5/8/2020 17:55,5.39369,66.2,1.819700859,0,62,6572,99.45,71.168,
5/8/2020 18:00,5.39369,66.2,1.828100216,0,62,6571,99.45,71.114,
5/8/2020 18:05,5.35432,66.2,1.849268619,0,62,6571,99.44,71.06,
5/8/2020 18:10,5.39369,66.2,1.840772001,0,62,6570,99.44,71.042,
5/8/2020 18:15,5.39369,66.2,1.828100216,0,62,6571,99.44,71.024,
5/8/2020 18:20,5.39369,66.2,1.836538343,0,62,6568,99.43,71.006,
5/8/2020 18:25,5.39369,66.2,1.845015419,0,62,6571,99.44,70.97,
5/8/2020 18:30,5.39369,66.2,1.832314422,0,62,6568,99.44,70.952,
5/8/2020 18:35,5.35432,66.2,1.828100216,0,62,6568,99.44,70.934,
5/8/2020 18:40,5.35432,66.2,1.828100216,0,62,6570,99.44,70.916,
5/8/2020 18:45,5.35432,66.2,1.832314422,0,62,6569,99.44,70.898,
5/8/2020 18:50,5.35432,66.2,1.823895702,0,62,6570,99.44,70.88,
5/8/2020 18:55,5.39369,66.2,1.828100216,0,62,6568,99.44,70.862,
5/8/2020 19:00,5.39369,66.2,1.832314422,0,62,6570,99.44,70.844,
5/8/2020 19:05,5.39369,66.2,1.828100216,0,62,6570,99.43,70.844,
5/8/2020 19:10,5.39369,66.2,1.819700859,0,62,6570,99.43,70.826,
5/8/2020 19:15,5.39369,66.2,1.819700859,0,62,6570,99.43,70.808,
5/8/2020 19:20,5.39369,66.2,1.828100216,0,62,6568,99.43,70.79,
5/8/2020 19:25,5.43306,66.2,1.828100216,0,62,6568,99.43,70.772,
5/8/2020 19:30,5.39369,66.2,1.823895702,0,62,6569,99.43,70.754,
5/8/2020 19:35,5.43306,66.2,1.828100216,0,62,6567,99.42,70.718,
5/8/2020 19:40,5.39369,66.2,1.823895702,0,62,6568,99.42,70.7,
5/8/2020 19:45,5.39369,66.2,1.815515663,0,62,6567,99.42,70.664,
5/8/2020 19:50,5.39369,66.2,1.815515663,0,62,6568,99.42,70.646,
5/8/2020 19:55,5.43306,66.2,1.815515663,0,62,6566,99.42,70.61,
5/8/2020 20:00,5.39369,66.2,1.819700859,0,62,6568,99.42,70.574,
5/8/2020 20:05,5.43306,66.2,1.798870915,0,62,6571,99.42,70.538,
5/8/2020 20:10,5.39369,66.2,1.807174126,0,62,6570,99.42,70.502,
5/8/2020 20:15,5.43306,66.2,1.811340093,0,62,6568,99.43,70.448,
5/8/2020 20:20,5.39369,66.2,1.815515663,0,62,6570,99.44,70.412,
5/8/2020 20:25,5.39369,66.2,1.819700859,0,62,6569,99.45,70.358,
5/8/2020 20:30,5.39369,66.2,1.819700859,0,62,6568,99.45,70.322,
5/8/2020 20:35,5.43306,66.2,1.819700859,0,62,6569,99.46,70.304,
5/8/2020 20:40,5.39369,66.2,1.819700859,0,62,6570,99.46,70.268,
5/8/2020 20:45,5.39369,66.2,1.819700859,0,62,6567,99.47,70.25,
5/8/2020 20:50,5.39369,66.2,1.823895702,0,62,6566,99.48,70.232,
5/8/2020 20:55,5.39369,66.2,1.828100216,0,62,6568,99.49,70.196,
5/8/2020 21:00,5.39369,66.2,1.819700859,0,62,6568,99.49,70.178,
5/8/2020 21:05,5.39369,66.2,1.823895702,0,62,6571,99.5,70.16,
5/8/2020 21:10,5.39369,66.2,1.819700859,0,62,6571,99.49,70.142,
5/8/2020 21:15,5.39369,66.2,1.828100216,0,62,6568,99.5,70.124,
5/8/2020 21:20,5.39369,66.2,1.828100216,0,62,6567,99.51,70.088,
5/8/2020 21:25,5.39369,66.2,1.828100216,0,62,6569,99.51,69.998,
5/8/2020 21:30,5.39369,66.2,1.823895702,0,62,6567,99.51,69.89,
5/8/2020 21:35,5.39369,66.2,1.823895702,0,62,6569,99.51,69.764,
5/8/2020 21:40,5.39369,66.2,1.815515663,0,62,6570,99.52,69.638,
5/8/2020 21:45,5.39369,66.2,1.815515663,0,62,6570,99.53,69.548,
5/8/2020 21:50,5.35432,66.2,1.823895702,0,62,6571,99.54,69.512,
5/8/2020 21:55,5.39369,66.2,1.807174126,0,62,6569,99.54,69.458,
5/8/2020 22:00,5.39369,66.2,1.815515663,0,62,6572,99.54,69.386,
5/8/2020 22:05,5.43306,66.2,1.819700859,0,62,6571,99.54,69.278,
5/8/2020 22:10,5.39369,66.164,1.832314422,0,62,6568,99.54,69.116,
5/8/2020 22:15,5.43306,66.02,1.807174126,0,62,6568,99.55,68.9,
5/8/2020 22:20,5.5118,66.02,1.786487575,0,62,6570,99.56,68.702,
5/8/2020 22:25,5.62991,66.02,1.786487575,0,62,6568,99.56,68.54,
5/8/2020 22:30,5.59054,66.02,1.786487575,0,62,6569,99.57,68.45,
5/8/2020 22:35,5.59054,66.02,1.77827941,0,62,6568,99.57,68.432,
5/8/2020 22:40,5.78739,66.02,1.782378767,0,62,6570,99.58,68.468,
5/8/2020 22:45,5.82676,66.02,1.770108958,0,62,6569,99.58,68.45,
5/8/2020 22:50,5.78739,66.02,1.803017741,0,62,6571,99.59,68.396,
5/8/2020 22:55,5.86613,66.02,1.807174126,0,62,6569,99.59,68.27,
5/8/2020 23:00,5.82676,66.02,1.823895702,0,62,6568,99.59,68.126,
5/8/2020 23:05,5.70865,66.02,1.815515663,0,62,6570,99.59,67.982,
5/8/2020 23:10,5.74802,66.02,1.828100216,0,62,6568,99.59,67.856,
5/8/2020 23:15,5.70865,66.02,1.815515663,0,62,6570,99.59,67.712,
5/8/2020 23:20,5.94487,66.02,1.815515663,0,62,6569,99.59,67.586,
5/8/2020 23:25,6.25983,66.02,1.823895702,0,62,6569,99.6,67.478,
5/8/2020 23:30,6.2992,66.02,1.815515663,0,62,6570,99.6,67.352,
5/8/2020 23:35,6.14172,66.02,1.823895702,0,62,6571,99.6,67.244,
5/8/2020 23:40,5.94487,66.02,1.807174126,0,62,6571,99.6,67.154,
5/8/2020 23:45,5.78739,66.02,1.807174126,0,62,6569,99.6,67.118,
5/8/2020 23:50,5.66928,66.02,1.815515663,0,62,6568,99.6,67.1,
5/8/2020 23:55,5.55117,66.02,1.815515663,0,62,6567,99.6,67.064,
5/9/2020 0:00,5.55117,66.02,1.811340093,0,62,6568,99.6,67.1,
5/9/2020 0:05,5.5118,66.02,1.815515663,0,54,6359,99.6,67.514,
5/9/2020 0:10,5.66928,66.02,1.811340093,0,53,6342,99.6,68.018,
5/9/2020 0:15,5.86613,66.02,1.823895702,0,53,6344,99.6,68.378,
5/9/2020 0:20,5.9055,66.02,1.815515663,0,60,6506,99.6,68.234,
5/9/2020 0:25,5.86613,66.02,1.815515663,0,60,6522,99.6,68,
5/9/2020 0:30,5.78739,66.02,1.819700859,0,61,6529,99.6,67.856,
5/9/2020 0:35,5.70865,66.02,1.819700859,0,61,6532,99.61,67.766,
5/9/2020 0:40,5.62991,66.02,1.819700859,0,61,6535,99.61,67.676,
5/9/2020 0:45,5.59054,66.092,1.803017741,0,61,6538,99.6,67.586,
5/9/2020 0:50,5.66928,66.02,1.811340093,0,61,6537,99.6,67.496,
5/9/2020 0:55,5.78739,66.02,1.811340093,0,61,6542,99.6,67.37,
5/9/2020 1:00,5.9055,66.128,1.794733627,0,61,6543,99.6,67.262,
5/9/2020 1:05,6.02361,66.2,1.803017741,0,61,6544,99.59,67.172,
5/9/2020 1:10,6.10235,66.2,1.815515663,0,61,6546,99.59,67.136,
5/9/2020 1:15,6.10235,66.2,1.811340093,0,61,6545,99.58,67.154,
5/9/2020 1:20,6.18109,66.2,1.819700859,0,61,6546,99.58,67.226,
5/9/2020 1:25,6.33857,66.164,1.815515663,0,61,6544,99.57,67.262,
5/9/2020 1:30,6.53542,66.092,1.819700859,0,61,6546,99.57,67.262,
5/9/2020 1:35,6.65353,66.2,1.823895702,0,61,6546,99.57,67.244,
5/9/2020 1:40,6.6929,66.2,1.815515663,0,61,6546,99.56,67.19,
5/9/2020 1:45,6.57479,66.2,1.807174126,0,61,6544,99.56,67.118,
5/9/2020 1:50,6.2992,66.2,1.803017741,0,61,6546,99.55,67.01,
5/9/2020 1:55,6.10235,66.2,1.811340093,0,61,6546,99.56,66.902,
5/9/2020 2:00,6.37794,66.308,1.807174126,0,61,6546,99.55,66.812,
5/9/2020 2:05,6.81101,66.38,1.803017741,0,61,6546,99.55,66.74,
5/9/2020 2:10,7.00786,66.38,1.710015315,0,61,6547,99.55,66.668,
5/9/2020 2:15,7.04723,66.524,1.555965632,0,61,6547,99.54,66.578,
5/9/2020 2:20,7.0866,66.56,1.678804018,0,61,6547,99.53,66.488,
5/9/2020 2:25,6.88975,66.632,1.686553025,0,61,6546,99.53,66.416,
5/9/2020 2:30,6.65353,66.74,1.6943378,0,61,6546,99.52,66.38,
5/9/2020 2:35,6.41731,66.74,1.717908387,0,61,6546,99.52,66.362,
5/9/2020 2:40,6.25983,66.74,1.690440932,0,61,6546,99.51,66.344,
5/9/2020 2:45,6.14172,66.776,1.66341265,0,61,6547,99.52,66.344,
5/9/2020 2:50,5.98424,66.92,1.625548756,0,61,6547,99.52,66.326,
5/9/2020 2:55,5.86613,66.92,1.614358557,0,61,6547,99.51,66.272,
5/9/2020 3:00,5.74802,66.92,1.606941253,0,61,6546,99.51,66.218,
5/9/2020 3:05,5.66928,66.92,1.614358557,0,61,6546,99.51,66.146,
5/9/2020 3:10,5.66928,66.92,1.610645635,0,61,6543,99.5,66.074,
5/9/2020 3:15,5.59054,66.92,1.592208727,0,61,6545,99.51,66.002,
5/9/2020 3:20,5.55117,66.92,1.610645635,0,61,6547,99.5,65.948,
5/9/2020 3:25,5.5118,66.92,1.603245391,0,61,6546,99.5,65.894,
5/9/2020 3:30,5.5118,66.92,1.599558029,0,61,6545,99.5,65.822,
5/9/2020 3:35,5.47243,66.92,1.610645635,0,61,6546,99.5,65.75,
5/9/2020 3:40,5.43306,66.92,1.629296033,0,61,6546,99.49,65.678,
5/9/2020 3:45,5.47243,66.776,1.655769963,0,61,6546,99.49,65.624,
5/9/2020 3:50,5.43306,66.74,1.674942876,0,61,6547,99.49,65.57,
5/9/2020 3:55,5.39369,66.74,1.644371723,0,61,6546,99.5,65.57,
5/9/2020 4:00,5.39369,66.74,1.592208727,0,61,6548,99.51,65.588,
5/9/2020 4:05,5.39369,66.632,1.584893192,0,61,6546,99.52,65.642,
5/9/2020 4:10,5.43306,66.56,1.599558029,0,61,6546,99.52,65.714,
5/9/2020 4:15,5.43306,66.56,1.614358557,0,61,6546,99.51,65.768,
