,in Water Level,°F Water Temperature,mS/cm EC, Sensor Metadata,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,°F Logger Temperature
5/1/2020 0:00,2.59842,65.12,4.365158322,0,99,7482,100.37,64.292
5/1/2020 0:05,2.55905,65.12,4.355118737,0,94,7374,100.37,64.616
5/1/2020 0:10,2.55905,65.12,4.345102242,0,94,7365,100.37,65.03
5/1/2020 0:15,2.48031,65.12,4.345102242,0,94,7351,100.37,65.318
5/1/2020 0:20,2.48031,65.12,4.335108784,0,98,7451,100.37,65.21
5/1/2020 0:25,2.44094,65.12,4.355118737,0,98,7460,100.38,64.94
5/1/2020 0:30,2.44094,65.12,4.345102242,0,98,7463,100.38,64.832
5/1/2020 0:35,2.40157,65.12,4.365158322,0,98,7466,100.38,64.742
5/1/2020 0:40,2.3622,65.12,4.385306978,0,98,7466,100.39,64.706
5/1/2020 0:45,2.3622,65.12,4.345102242,0,98,7466,100.4,64.652
5/1/2020 0:50,2.32283,65.084,4.335108784,0,98,7466,100.4,64.616
5/1/2020 0:55,2.32283,64.94,4.355118737,0,98,7468,100.4,64.58
5/1/2020 1:00,2.32283,64.94,4.365158322,0,98,7468,100.39,64.544
5/1/2020 1:05,2.32283,64.94,4.365158322,0,98,7468,100.38,64.508
5/1/2020 1:10,2.3622,64.94,4.365158322,0,98,7470,100.37,64.472
5/1/2020 1:15,2.3622,64.94,4.385306978,0,98,7471,100.37,64.454
5/1/2020 1:20,2.40157,64.94,4.385306978,0,98,7468,100.36,64.418
5/1/2020 1:25,2.3622,64.94,4.395416154,0,98,7472,100.36,64.4
5/1/2020 1:30,2.40157,64.94,4.405548635,0,98,7470,100.37,64.382
5/1/2020 1:35,2.3622,64.94,4.405548635,0,98,7470,100.37,64.364
5/1/2020 1:40,2.3622,64.94,4.425883724,0,98,7469,100.37,64.346
5/1/2020 1:45,2.3622,64.94,4.425883724,0,98,7470,100.36,64.31
5/1/2020 1:50,2.32283,64.94,4.436086439,0,98,7472,100.36,64.292
5/1/2020 1:55,2.32283,64.94,4.425883724,0,98,7473,100.36,64.274
5/1/2020 2:00,2.32283,64.94,4.446312675,0,98,7470,100.36,64.256
5/1/2020 2:05,2.32283,64.94,4.446312675,0,98,7471,100.36,64.22
5/1/2020 2:10,2.28346,64.94,4.436086439,0,98,7471,100.36,64.202
5/1/2020 2:15,2.28346,64.94,4.456562484,0,98,7471,100.36,64.184
5/1/2020 2:20,2.28346,64.94,4.466835922,0,98,7470,100.36,64.166
