,Timestamp,Site ID,Date and Time,Flow Condition,NOTES,Site Photo or Video?,Height above (+) or below (-) v-notch in cm,"Flow Measurement, Time in Seconds ","Flow Measurement, Volume in mL"
201,2020-05-22 07:37:53,SDR-064C,2020-05-20 09:43:00,Ponded,no flow below V,https://drive.google.com/open?id=1UXKOTJuYyC4jqMAPRNdXjtADINIRP7jq,-6.7,60.0,0
202,2020-05-22 07:40:01,SDR-098,2020-05-20 10:03:00,Ponded,no flow,https://drive.google.com/open?id=1MI6ToGQqc4mzvUDav1N6DKzpFPiuZUdh,0.0,60.0,0
203,2020-05-22 07:42:01,SDR-041,2020-05-20 10:41:00,Flowing,flowing,https://drive.google.com/open?id=1BOS4i_DJNoi6Qr5Pihvg6dpwvwoYd6Gs,3.4,22.6,9000
204,2020-05-22 07:47:13,SDR-130,2020-05-20 10:33:00,"ponded, possible leak in pipe. recomend clearing debri in pipe to alow pipe to empty. then make a shorter weir.",leaks in pipe,"https://drive.google.com/open?id=1DPcKCeRlzthuSABtQULRvtQgRHc_UsfR, https://drive.google.com/open?id=1057d1_SQCShyP4BCvIQ1KdSFdXIxWIDK, https://drive.google.com/open?id=1qEolmWPjUNNYYYarR3p-s1F5CCgxYLB9",-14.5,60.0,0
205,2020-05-22 07:53:43,SDR-127,2020-05-20 11:23:00,Flowing,clean leaves from V,https://drive.google.com/open?id=1R59grKTjypH_awMPvy8Cxa1_Mc12yDFU,1.9,29.82,1700
206,2020-05-22 07:57:04,SDR-127B,2020-05-20 11:04:00,Flowing,flowing,https://drive.google.com/open?id=1fUfh4F0myyXLUQNvnOVXIL5fXRIpYPHK,1.4,60.0,1150
207,2020-05-22 07:59:02,SDR-036,2020-05-20 11:42:00,Flowing,flowing,https://drive.google.com/open?id=1espe_VlJhz_lal0BxTgYQ2OlfWLQRPKj,3.0,16.0,3050
208,2020-05-22 08:01:58,SDR-204A,2020-05-20 12:02:00,Flowing,flowing,https://drive.google.com/open?id=165LN9y-i2RtIykB9PHQNhAq3dfqUDM5n,2.5,29.81,3900
209,2020-05-22 08:05:17,SDR-203A,2020-05-20 00:02:00,Breakaway popped open,"graffiti artist broke open weir, photo after repair",https://drive.google.com/open?id=13jgcN47vvOoxm2wakCpi55eqJpDlbPhu,0.0,60.0,0
210,2020-05-22 08:08:27,SDR-064,2020-05-21 08:50:00,Ponded,level go down after flow due to seeping in to sand,"https://drive.google.com/open?id=1gWDLrD4JFAQ3k5DCghxEpJLMMpE1lHH8, https://drive.google.com/open?id=109_TjJQNt_4drX6JrV3NhlUcGPNwuffD",-1.5,60.0,0
211,2020-05-22 08:11:18,SDR-064B,2020-05-21 08:53:00,Flowing,light flow,,0.3,60.0,100
212,2020-05-22 08:16:20,SDR-203A,2020-05-21 09:18:00,Flowing,light flow,https://drive.google.com/open?id=1Kkq7RSabtkYkfKT14UfKuEmgHbZ2A4t5,0.1,60.0,15
213,2020-05-22 08:18:10,SDR-036,2020-05-21 09:38:00,Flowing,flowing,,2.7,15.87,2700
214,2020-05-22 08:25:29,SWT-235,2020-05-21 10:17:00,Flowing,flowing,https://drive.google.com/open?id=1A2_mAI37F8xjPeIt70bl0X5OHNiRJmU2,3.5,8.7,3400
215,2020-05-22 08:28:12,SWT-162,2020-05-21 10:37:00,Ponded,"no flow ponded, possible small seepage in pipes",https://drive.google.com/open?id=1TXqtAaKFSzU7oAVMdJWdPK894jouQjBk,0.0,60.0,0
216,2020-05-22 08:33:07,SWT-068,2020-05-21 11:05:00,Flowing,flowing,https://drive.google.com/open?id=1b6p4H1YLD6VbJk8RiAbeaIM1TZUEke1_,7.0,4.59,9000
217,2020-05-22 08:36:25,SWT-030I,2020-05-21 11:20:00,Ponded,no flow,,0.0,60.0,0
218,2020-05-22 08:38:02,SWT-030,2020-05-21 11:27:00,Flowing,flowing,,4.5,5.33,4200
219,2020-05-22 08:40:29,SWT-233,2020-05-21 11:44:00,Ponded,possible seepage in pipes,https://drive.google.com/open?id=1BjIFBre4kE85P5HJ_4WIsaJUiOp3mfS5,-1.5,60.0,0
220,2020-05-22 08:47:18,SWT-019,2020-05-21 11:57:00,Ponded,"pipe full of sed. possible pool filter diatomaceous earth, or sediment from back flush","https://drive.google.com/open?id=1G4bKq9BcHzCTdBQLLF43oP9k3q8ZbH-f, https://drive.google.com/open?id=1HdmO1l0Fw9xKdGolJeLN40twbWgp3mI3",0.0,60.0,0
221,2020-05-22 10:00:13,SLR-095,2020-05-22 10:00:00,Flowing,Small leaf in v but didn’t seem to impede flow ,https://drive.google.com/open?id=1H10xnlGnOnAgJ1AmtT6PGDF051CTorMQ,4.0,7.0,2520
222,2020-05-22 10:16:41,SLR-095,2020-05-22 10:10:00,Flowing,None,,3.7,7.2,2830
223,2020-05-22 10:21:00,SLR-095,2020-05-22 10:20:00,Flowing,None,,3.8,6.7,2680
224,2020-05-22 10:55:50,SLR-045A,2020-05-22 10:50:00,Flowing,None,,1.1,60.0,410
225,2020-05-22 11:02:27,SLR-045A,2020-05-22 10:55:00,Flowing,None,,1.0,60.0,360
226,2020-05-22 11:05:44,SLR-045A,2020-05-22 11:05:00,Flowing,None,,1.1,60.0,350
227,2020-05-22 11:24:18,SLR-045,2020-05-22 11:20:00,Flowing,None ,https://drive.google.com/open?id=1_tNgDWr_DWRuaL1FOlkUabjukbv7RuQg,1.3,60.0,1750
228,2020-05-22 11:28:30,SLR-045,2020-05-22 11:25:00,Flowing,None,,1.3,60.0,1730
229,2020-05-22 11:32:13,SLR-045,2020-05-22 11:30:00,Flowing,None ,,1.3,60.0,1690
230,2020-05-22 11:52:06,SLR-045A,2020-05-22 11:05:00,Flowing,None,,1.1,60.0,350
231,2020-05-22 11:56:03,SLR-095,2020-05-22 11:50:00,Flowing,None,,3.2,3.58,1330
232,2020-05-22 11:58:33,SLR-095,2020-05-22 11:55:00,Flowing,Biting flies,,3.4,4.72,1850
233,2020-05-22 12:00:54,SLR-095,2020-05-22 12:00:00,Flowing,None,,3.4,4.57,1710
234,2020-05-22 12:43:18,CAR-072,2020-05-22 12:40:00,Flowing,None,,1.6,60.0,2400
235,2020-05-22 12:46:35,CAR-072,2020-05-22 12:45:00,Flowing,None,,1.6,60.0,2400
236,2020-05-22 12:51:38,CAR-072,2020-05-22 12:50:00,Flowing,None,,1.6,60.0,2500
237,2020-05-22 13:19:09,SLR-095,2020-05-22 12:00:00,Flowing,None,,3.4,4.57,1710
238,2020-05-22 13:34:00,CAR-072R,2020-05-22 13:30:00,Flowing,None,,0.9,60.0,190
239,2020-05-22 13:36:31,CAR-072R,2020-05-22 13:35:00,Flowing,None ,,0.8,60.0,140
240,2020-05-22 13:39:04,CAR-072R,2020-05-22 13:35:00,Flowing,None,,0.8,60.0,130
241,2020-05-22 14:03:02,CAR-072O,2020-05-22 14:00:00,Ponded,Trickle ,https://drive.google.com/open?id=1rtAvMhrtPRD5QY1Vv_H3q2_KHFI3cmjX,0.5,60.0,0
242,2020-05-22 14:27:13,CAR-070,2020-05-22 14:25:00,Flowing,None,https://drive.google.com/open?id=1BUVsTzQo97KFDxYaBuTmSnT-0HXrHA7J,2.4,20.43,2860
243,2020-05-22 14:30:20,CAR-070,2020-05-22 14:30:00,Flowing,None,,2.4,19.73,2710
244,2020-05-22 14:33:26,CAR-070,2020-05-22 14:30:00,Flowing,None,,2.4,24.46,3330
245,2020-05-22 14:48:48,CAR-070E,2020-05-22 14:45:00,Flowing,None,https://drive.google.com/open?id=1-kbEv6I7Vs9XaxLWqGt1jfIAe4yOWFSl,2.2,9.0,720
246,2020-05-22 14:51:25,CAR-070E,2020-05-22 14:50:00,Flowing,None,,2.4,8.5,560
247,2020-05-22 14:53:56,CAR-070E,2020-05-22 14:50:00,Flowing,None,,2.4,6.53,440
248,2020-05-22 15:41:42,SDG-072,2020-05-22 15:40:00,Flowing,Reformatted SD card on camera ,,1.6,30.2,1350
249,2020-05-22 15:46:17,SDG-072,2020-05-22 15:45:00,Flowing,None,,1.6,60.0,2680
250,2020-05-22 15:51:37,SDG-072,2020-05-22 15:45:00,Flowing,None,https://drive.google.com/open?id=1QlLHyV0r2Njj-SrbCf0zF2yl3CtLXEVK,1.6,60.0,2850
251,2020-05-22 16:54:19,CAR-070E,2020-05-22 14:50:00,Flowing,None,,2.4,6.53,440
252,2020-05-22 16:57:12,SLR-095,2020-05-22 16:55:00,Flowing,None,,3.5,7.0,2700
253,2020-05-22 17:00:09,SLR-095,2020-05-22 17:00:00,Flowing,None,,3.5,8.0,2900
254,2020-05-22 17:01:01,SLR-095,2020-05-22 17:00:00,Flowing,None,,3.5,7.0,2650
255,2020-05-22 21:13:34,SLR-095,2020-05-22 17:00:00,Flowing,None,,3.5,7.0,2650
256,2020-05-27 06:58:59,SDR-204A,2020-05-26 09:55:00,Flowing,"flowing, lots of mosquitoes ",https://drive.google.com/open?id=1lNN8j2XWBtsmtfNED-ZrEfTOsPY9C1p9,2.5,30.0,4000
257,2020-05-27 07:02:14,SDR-203A,2020-05-26 10:01:00,Flowing,light flow,https://drive.google.com/open?id=1TmJKCfcXI9-mGD3aR3WGFPxgpQkaGbka,0.3,60.0,30
258,2020-05-27 07:04:41,SDR-036,2020-05-26 10:24:00,Flowing,flowing ,https://drive.google.com/open?id=1AFYWBhNJDdMWbQTRmuFWhnKpxYW9b1by,2.5,26.5,3900
259,2020-05-27 07:07:15,SDR-127B,2020-05-26 10:48:00,Flowing,flowing,https://drive.google.com/open?id=1Q691KcfQunX1E6hrx7o9AatQot1JyDZG,1.7,30.0,1900
260,2020-05-27 07:10:02,SDR-127,2020-05-26 11:03:00,Flowing,"flowing, no blockage ",,1.2,60.0,1450
261,2020-05-27 07:15:16,SDR-130,2020-05-26 12:00:00,"weir not staying at V. lower V, remove water behind v, seal pipe seams and weir","seal weir, seams of pipe and lower V",,-15.0,0.0,0
262,2020-05-27 07:19:00,SDR-098,2020-05-26 12:19:00,Ponded,"no flow, ponded @ zero. dead skunk in channel",,0.0,60.0,0
263,2020-05-27 07:21:30,SDR-041,2020-05-26 12:31:00,Flowing,flowing,https://drive.google.com/open?id=18RDPdckjawTtY5Vjx2aU0SE5F4rcECYt,3.5,25.1,8900
264,2020-05-27 07:24:17,SDR-064A,2020-05-26 12:51:00,Ponded,ponded,https://drive.google.com/open?id=1KBWdi5dN7etjCJYH0LQdIruU3t_68ruQ,0.0,60.0,0
265,2020-05-27 07:26:25,SDR-064B,2020-05-26 12:55:00,Ponded,zero,https://drive.google.com/open?id=1yNhxwUzwtiImyLkdorPCRkDmEtzZ3xgU,0.0,60.0,0
266,2020-05-27 07:29:42,SDR-064D,2020-05-26 12:57:00,Flowing,"flowing, possible discharge",https://drive.google.com/open?id=1D4Yih1DnZw881cb7W9uT640RfsLYRr22,2.0,16.3,1720
267,2020-05-27 07:33:01,SDR-064C,2020-05-26 13:04:00,Leaking,cement leaks,https://drive.google.com/open?id=1h_Vcx0DEogxSdaZCIoApZEhqyd5NAdRX,-8.0,60.0,0
268,2020-05-27 10:30:01,CAR-072Q,2020-05-27 10:25:00,Flowing,Most flow coming from curb inlet at time of measurement,"https://drive.google.com/open?id=1kZXStCCHN072mDKY5dDouVrO-zEURgTQ, https://drive.google.com/open?id=1GWaD4mP-X2S3WZGOOsJNLq4fUEqBTE4k, https://drive.google.com/open?id=190vwSzg5DHAHQfr-5VHFmKSh84jFZiX3",2.5,20.37,1360
269,2020-05-27 10:33:37,CAR-072Q,2020-05-27 10:30:00,Flowing,Water level dropped during measurement. Likely over irrigation in adjacent neighborhood ,,1.3,43.44,1600
270,2020-05-27 10:39:14,CAR-072Q,2020-05-27 10:35:00,Flowing,None,,1.2,39.76,1860
271,2020-05-27 10:59:25,CAR-072,2020-05-27 10:55:00,Flowing,None,https://drive.google.com/open?id=1Gwde8KTNPLoJl5Mbf8FKjP2H1PWBHv2c,1.8,30.0,2180
272,2020-05-27 11:03:07,CAR-072,2020-05-27 11:00:00,Flowing,None,,2.0,30.0,2420
273,2020-05-27 11:06:46,CAR-072,2020-05-27 11:05:00,Flowing,None,,1.9,30.0,2410
274,2020-05-27 11:33:08,CAR-072C,2020-05-27 11:10:00,Obstructed,"Cleared debris. Got level immediately after, no volume measurement due to unsteady flow after clear. ",,5.8,60.0,0
275,2020-05-27 11:35:11,CAR-072C,2020-05-27 11:15:00,Flowing,Cleared obstruction. Free flowing for this measurement.,https://drive.google.com/open?id=1NbGd-pTcC6JSL0oR0HnI9Ufyt2mw5o14,1.8,30.05,2280
276,2020-05-27 11:36:02,CAR-072C,2020-05-27 11:20:00,Flowing,Cleared obstruction. Free flowing for this measurement ,,1.8,30.64,1830
277,2020-05-27 11:36:46,CAR-072C,2020-05-27 11:20:00,Flowing,Cleared obstruction. Free flowing for this measurement,,1.8,30.01,1840
278,2020-05-27 11:37:37,CAR-072C,2020-05-27 11:20:00,Flowing,Cleared obstruction. Free flowing for this measurement,,1.8,30.01,1840
279,2020-05-27 11:40:46,CAR-072C,2020-05-22 12:55:00,Flowing,"Debris removed, then level taken immediately after. ",https://drive.google.com/open?id=1oKCUfuva3ZPhO5HM43DwgFM9P47rrdMN,3.8,9.33,1800
280,2020-05-27 11:41:38,CAR-072C,2020-05-22 13:00:00,Flowing,N/A,,1.8,33.43,1930
281,2020-05-27 11:42:32,CAR-072C,2020-05-22 13:05:00,Flowing,N/A,,1.7,60.0,2270
282,2020-05-27 12:17:13,CAR-072R,2020-05-27 12:15:00,Flowing,None,,0.8,60.0,120
283,2020-05-27 12:19:57,CAR-072R,2020-05-27 12:15:00,Flowing,None,,0.7,60.0,140
284,2020-05-27 12:22:04,CAR-072R,2020-05-27 12:20:00,Flowing,None,,0.7,60.0,150
285,2020-05-27 12:44:34,CAR-072O,2020-05-27 12:45:00,Ponded,Trickle flow,,0.0,60.0,0
286,2020-05-27 13:15:36,CAR-070,2020-05-27 13:15:00,Flowing,N/A,,2.2,17.88,2280
287,2020-05-27 13:18:37,CAR-070,2020-05-27 13:17:00,Flowing,N/A,,2.2,21.17,2700
288,2020-05-27 13:23:59,CAR-070,2020-05-27 13:20:00,Flowing,N/A,https://drive.google.com/open?id=1j-2qLe9i2B04RGOYLvktsqS1pDWcFjMk,2.2,23.8,3100
289,2020-05-27 13:47:12,CAR-070E,2020-05-27 13:45:00,Flowing,None,,2.0,4.94,480
290,2020-05-27 13:49:38,CAR-070E,2020-05-27 01:50:00,Flowing,None,https://drive.google.com/open?id=1Z9YOYyzrwsnRyIsmcG_yGgCMGG48v8xk,2.0,5.47,450
291,2020-05-27 13:51:03,CAR-070E,2020-05-27 13:50:00,Flowing,None,,1.9,6.68,410
292,2020-05-27 14:39:04,SLR-045A,2020-05-27 14:35:00,Flowing,N/A,,1.2,60.11,2500
293,2020-05-27 14:42:39,SLR-045A,2020-05-27 14:40:00,Flowing,Unsteady flow. Level rising over the course of flow measurements. ,,1.7,41.4,3350
294,2020-05-27 14:47:23,SLR-045A,2020-05-27 14:45:00,Flowing,Unsteady flow. Smells like chlorine!!,,2.0,35.54,3450
295,2020-05-27 14:49:29,SLR-045B,2020-05-27 14:47:00,Ponded,Photos included for A and B.,https://drive.google.com/open?id=19sX3AY3OoPPnnF_EBJlUK6IbkOBPUBRB,0.0,60.0,0
296,2020-05-27 15:08:00,SLR-045,2020-05-27 15:05:00,Flowing,None,,1.4,30.0,1580
297,2020-05-27 15:10:55,SLR-045,2020-05-27 15:10:00,Flowing,None,,1.4,30.0,1490
298,2020-05-27 15:14:00,SLR-045,2020-05-27 15:15:00,Flowing,None,,1.4,30.0,1490
299,2020-05-27 16:22:33,SDR-130,2020-05-27 09:36:00,"repaired day befor, didnt fill over night",repaired leak didn't fill over night,"https://drive.google.com/open?id=1xwgDwPz0te3Z4N1OVJBjPEhbN1L3HD-4, https://drive.google.com/open?id=1WNyUlQCLnkkHDIEe0ShKURDO3jMEbyXM",-21.5,60.0,0
300,2020-05-27 16:25:03,SWT-235,2020-05-27 10:04:00,Flowing,flowing,https://drive.google.com/open?id=1LXQAFK1O956Txf1MOM-PC91t8N4oRjwu,4.9,6.73,4000
301,2020-05-27 16:27:25,SWT-162,2020-05-27 10:25:00,Flowing,flowing,https://drive.google.com/open?id=1ltCl2vsE1y9WH6S00K_AfK1UZAogiehL,2.5,30.0,2000
302,2020-05-27 16:30:37,SWT-068,2020-05-27 10:59:00,Flowing,flowing,,6.3,5.08,8900
303,2020-05-27 16:33:07,SWT-030I,2020-05-27 11:12:00,Flowing,no flow,https://drive.google.com/open?id=1ZJ5GnyYAoyan6Pl1tQaLoXUjAYxXYz7E,0.0,60.0,0
304,2020-05-27 16:35:03,SWT-030,2020-05-27 11:16:00,Flowing,flowing,,4.0,9.38,5000
305,2020-05-27 16:38:19,SWT-233,2020-05-27 11:47:00,Flowing,"below v, possible seeping through cracks in cement joints",https://drive.google.com/open?id=1m_CXx7TnISFiYJAB5oxWVFAQ8aCaAy3s,-5.2,60.0,0
306,2020-05-27 16:42:11,SWT-019,2020-05-27 12:26:00,Flowing,"flowing, some sediment left over from pool sediment",https://drive.google.com/open?id=1tiIQEFv1VmiIs4mxRyNubtYhMXUeuXF-,2.0,16.77,2600
307,2020-05-28 09:22:57,SLR-045,2020-05-27 15:15:00,Flowing,None,,1.4,30.0,1490
308,2020-05-28 09:28:01,SLR-095,2020-05-27 09:25:00,Flowing,None,https://drive.google.com/open?id=1kYqdUm8gp-mCeiS5eondl-zHZc-07KqB,3.8,7.0,2900
309,2020-05-28 09:40:03,SLR-095,2020-05-28 09:40:00,Flowing,None,,3.7,7.0,2950
310,2020-05-28 09:45:17,SLR-095,2020-05-28 09:45:00,Flowing,None,,3.7,7.0,2960
311,2020-05-28 10:24:07,CAR-072Q,2020-05-28 10:20:00,Flowing,All good,https://drive.google.com/open?id=1TleYcTiQjdyI2c1dP2ugLZwhPGkkTRhL,0.9,60.0,170
312,2020-05-28 10:26:58,CAR-072Q,2020-05-28 10:25:00,Flowing,Good,,0.8,60.0,150
313,2020-05-28 10:29:59,CAR-072Q,2020-05-28 10:30:00,Flowing,Good,,0.6,60.0,150
314,2020-05-28 10:59:53,CAR-007,2020-05-28 11:00:00,Ponded,None,https://drive.google.com/open?id=1I4KhT4at2tQXiNDzhCdE_fRxORN0v4Sk,-1.8,60.0,0
315,2020-05-28 11:17:25,CAR-007,2020-05-28 11:00:00,Ponded,None,https://drive.google.com/open?id=1vFlAehYdE-hmEXwSvV3pI3hA5wkWen-K,-1.8,60.0,0
316,2020-05-28 11:26:12,CAR-059,2020-05-28 11:25:00,Flowing,Flume installed no volume,https://drive.google.com/open?id=1RiE7VwZaNONM4yrYz8dgGhsaUhBk5izd,2.0,60.0,0
317,2020-05-28 11:33:43,SLR-095,2020-05-07 09:51:00,Flowing,flowing,https://drive.google.com/open?id=1xzhFPVtwoV1o1hiHdLk340XB_dmtSfui,3.8,9.1,4.1
318,2020-05-28 11:36:10,SLR-045B,2020-05-07 10:14:00,Ponded,zero,,0.0,60.0,0
319,2020-05-28 11:38:20,SLR-045A,2020-05-07 10:09:00,Flowing,flowing/ juliano has photo,,0.5,60.0,370
320,2020-05-28 11:41:15,SLR-045,2020-05-07 10:14:00,Ponded,"-2 cm/ possible leak, not showing",https://drive.google.com/open?id=1G4g2XjNnuVcyBGcZ043ASj5U55_3nptL,-2.0,60.0,0
321,2020-05-28 11:43:01,CAR-070,2020-05-07 11:07:00,Breakaway popped open,flowing,,2.8,11.44,2900
322,2020-05-28 11:44:44,CAR-070E,2020-05-07 11:18:00,Flowing,flow,https://drive.google.com/open?id=1nYc6rHjIog2GaI84xpVwYLnpIrKbCpv4,2.0,6.33,620
323,2020-05-28 11:46:47,CAR-072,2020-05-07 11:31:00,Flowing,flow,https://drive.google.com/open?id=1WjJnLn9Q9pKzrHIbO6qLVJjwcNOD0p8u,2.1,31.58,3000
324,2020-05-28 11:48:11,CAR-072C,2020-05-07 11:36:00,Flowing,flow,https://drive.google.com/open?id=1ApMv7Qemh9b1PpcK-kuhrfF8_e28Y5kf,1.5,60.0,3900
325,2020-05-28 11:51:13,CAR-059G,2020-05-28 11:50:00,Flowing,None,https://drive.google.com/open?id=1rAxmeAO02zSlwkhQlNr-t5lKdXMxBoyD,1.8,40.0,2650
326,2020-05-28 11:55:43,CAR-059G,2020-05-28 11:55:00,Flowing,None,,1.9,40.0,2680
327,2020-05-28 12:00:22,CAR-072R,2020-05-07 11:58:00,Ponded,"possible leak level -, sealed void in pipe",https://drive.google.com/open?id=1LzO39UdIvnGL-deUvpXaN2USn5G2n82V,-5.5,60.0,0
328,2020-05-28 12:03:01,CAR-072Q,2020-05-07 12:25:00,Flowing,flow,https://drive.google.com/open?id=10BiJrLTdZg6yoVwoDeqtjFPwm6vQC0DV,1.6,30.0,500
329,2020-05-28 12:05:08,CAR-072O,2020-05-07 12:39:00,Ponded,zero,https://drive.google.com/open?id=16f_hSDHf3QVeLqaVdCdXS9CCjL4KyxoJ,0.0,60.0,0
330,2020-05-28 12:07:28,CAR-059G,2020-05-07 13:08:00,Flowing,flow,https://drive.google.com/open?id=1dTXPsciNsw0kJ6subvFZEfR7tDWtgK3S,2.1,20.0,2200
331,2020-05-28 12:10:19,CAR-059,2020-05-07 13:20:00,Flowing,4 cm level flow,"https://drive.google.com/open?id=12YcHZChnw6vvWYtywygTny3vHigDD7HI, https://drive.google.com/open?id=1wGSx983Foc9TFiykrKoZIDouPPFclfYX",4.0,0.0,0
332,2020-05-28 12:12:20,CAR-007,2020-05-07 13:43:00,Ponded,-4 cm,https://drive.google.com/open?id=1aT5iixesXfuxRZpeqmrmRcCMnV229-FW,-4.0,60.0,0
333,2020-05-28 12:14:45,SDG-084J,2020-05-08 09:05:00,Flowing,flow,,1.0,60.0,1250
334,2020-05-28 12:20:37,SDG-072A,2020-05-08 09:24:00,Ponded,zero,,0.0,60.0,0
335,2020-05-28 12:22:20,SDG-072,2020-05-08 09:27:00,Flowing,flow,https://drive.google.com/open?id=11FlhbJmGNIKxBRnU_T5jRS4YKhATbRiY,1.3,60.0,2100
336,2020-05-28 12:24:02,SDG-084,2020-05-08 09:55:00,Flowing,flow,,6.0,8.1,6800
337,2020-05-28 12:25:23,SDG-085,2020-05-08 09:58:00,Flowing,flow,,5.5,4.1,4600
338,2020-05-28 12:26:17,SDG-085G,2020-05-08 10:18:00,Flowing,flow,,1.5,30.0,450
339,2020-05-28 12:28:03,SDG-085M,2020-05-08 10:34:00,Flowing,flow,,2.8,15.5,3900
340,2020-05-28 13:07:11,CAR-059G,2020-05-28 11:55:00,Flowing,None,,1.9,40.0,2680
341,2020-05-28 13:21:03,SLR-095,2020-05-28 13:10:00,Flowing,None,,3.8,6.8,2450
342,2020-05-28 14:12:28,SLR-095,2020-05-28 13:10:00,Flowing,None,,3.8,6.8,2450
343,2020-05-28 14:17:21,SDG-072,2020-05-28 14:15:00,Flowing,None,https://drive.google.com/open?id=1m82yH_FbwfCJo422gouG2PXjMvtKUpUi,2.0,60.0,3350
344,2020-05-28 14:22:38,SDG-072,2020-05-28 14:20:00,Flowing,None,,1.5,60.0,3150
345,2020-05-28 14:26:48,CAR-072,2020-05-28 14:25:00,Flowing,None,,1.6,60.0,3200
346,2020-05-28 14:33:02,SDG-072A,2020-05-28 14:30:00,Flowing,None,https://drive.google.com/open?id=1jJ7J_8cddjj8O9BHtsNWFoPqnGFc-Hgf,0.7,60.0,330
347,2020-05-28 14:34:58,SDG-072A,2020-05-28 14:30:00,Flowing,None,,0.7,60.0,350
348,2020-05-28 14:37:31,SDG-072A,2020-05-28 02:35:00,Flowing,None,,0.7,60.0,330
349,2020-05-28 15:03:41,SDG-085G,2020-05-28 14:55:00,Ponded,None,,0.0,60.0,0
350,2020-05-28 15:12:31,SDG-085M,2020-05-28 03:10:00,Flowing,None ,,2.7,13.4,2670
351,2020-05-28 15:15:00,SDG-085M,2020-05-28 03:15:00,Flowing,None,,2.7,13.25,2750
352,2020-05-28 15:17:42,SDG-085M,2020-05-28 15:15:00,Flowing,None ,,2.7,16.5,3220
353,2020-05-28 15:35:41,SDG-084J,2020-05-28 15:35:00,Flowing,None ,,0.7,60.0,270
354,2020-05-28 15:37:43,SDG-084J,2020-05-28 03:35:00,Flowing,None ,,0.7,60.0,290
355,2020-05-28 15:39:36,SDG-084J,2020-05-28 03:40:00,Flowing,None ,,0.7,60.0,270
356,2020-05-28 15:56:32,SDG-084,2020-05-28 15:50:00,Flowing,None,https://drive.google.com/open?id=1zup7u1F0fxlViBA-T93pwfl_SPA2UBvw,4.8,20.0,2960
357,2020-05-28 16:00:03,SDG-084,2020-05-28 16:00:00,Flowing,None,,4.8,5.6,2560
358,2020-05-28 16:02:17,SDG-084,2020-05-28 16:00:00,Flowing,None,,4.8,5.3,3450
359,2020-05-28 16:19:07,SDG-085,2020-05-28 16:15:00,Flowing,None,https://drive.google.com/open?id=11Wh7DVZB1-PYL4S6a3B-UMYK2nfhFMzv,5.0,3.5,3120
360,2020-05-28 16:22:53,SDG-085,2020-05-28 16:20:00,Flowing,None,,5.0,3.8,3400
361,2020-05-28 16:26:41,SDG-085,2020-05-28 16:20:00,Flowing,None,,5.0,4.5,4100
362,2020-05-29 16:11:32,SLR-095,2020-05-28 09:45:00,Flowing,None,,3.7,7.0,2960
363,2020-05-29 18:07:38,SLR-095,2020-05-29 18:05:00,Flowing,Installed 3rd probe,,3.6,10.0,3420
